run, time in microseconds, throughput (GB/s)
0, 1334.000000, 0.393019
1, 1299.000000, 0.403609
2, 1086.000000, 0.482770
3, 961.000000, 0.545565
4, 974.000000, 0.538283
5, 951.000000, 0.551302
6, 950.000000, 0.551882
7, 953.000000, 0.550145
8, 949.000000, 0.552464
9, 950.000000, 0.551882
10, 963.000000, 0.544432
11, 962.000000, 0.544998
12, 950.000000, 0.551882
13, 948.000000, 0.553046
14, 949.000000, 0.552464
15, 949.000000, 0.552464
16, 948.000000, 0.553046
17, 966.000000, 0.542741
18, 958.000000, 0.547273
19, 947.000000, 0.553630
20, 948.000000, 0.553046
21, 949.000000, 0.552464
22, 948.000000, 0.553046
23, 955.000000, 0.548993
24, 965.000000, 0.543304
25, 949.000000, 0.552464
26, 949.000000, 0.552464
27, 946.000000, 0.554216
28, 952.000000, 0.550723
29, 950.000000, 0.551882
30, 965.000000, 0.543304
31, 966.000000, 0.542741
32, 947.000000, 0.553630
33, 950.000000, 0.551882
34, 948.000000, 0.553046
35, 947.000000, 0.553630
36, 947.000000, 0.553630
37, 962.000000, 0.544998
38, 953.000000, 0.550145
39, 948.000000, 0.553046
40, 945.000000, 0.554802
41, 948.000000, 0.553046
42, 947.000000, 0.553630
43, 952.000000, 0.550723
44, 962.000000, 0.544998
45, 948.000000, 0.553046
46, 945.000000, 0.554802
47, 947.000000, 0.553630
48, 947.000000, 0.553630
49, 949.000000, 0.552464
50, 992.000000, 0.528516
51, 984.000000, 0.532813
52, 944.000000, 0.555390
53, 945.000000, 0.554802
54, 949.000000, 0.552464
55, 951.000000, 0.551302
56, 986.000000, 0.531732
57, 966.000000, 0.542741
58, 962.000000, 0.544998
59, 946.000000, 0.554216
60, 944.000000, 0.555390
61, 949.000000, 0.552464
62, 986.000000, 0.531732
63, 950.000000, 0.551882
64, 970.000000, 0.540503
65, 956.000000, 0.548418
66, 943.000000, 0.555979
67, 943.000000, 0.555979
68, 947.000000, 0.553630
69, 949.000000, 0.552464
70, 950.000000, 0.551882
71, 958.000000, 0.547273
72, 944.000000, 0.555390
73, 946.000000, 0.554216
74, 945.000000, 0.554802
75, 949.000000, 0.552464
76, 985.000000, 0.532272
77, 986.000000, 0.531732
78, 979.000000, 0.535534
79, 946.000000, 0.554216
80, 942.000000, 0.556569
81, 948.000000, 0.553046
82, 948.000000, 0.553046
83, 949.000000, 0.552464
84, 961.000000, 0.545565
85, 961.000000, 0.545565
86, 945.000000, 0.554802
87, 945.000000, 0.554802
88, 946.000000, 0.554216
89, 949.000000, 0.552464
90, 947.000000, 0.553630
91, 961.000000, 0.545565
92, 951.000000, 0.551302
93, 944.000000, 0.555390
94, 942.000000, 0.556569
95, 946.000000, 0.554216
96, 945.000000, 0.554802
97, 952.000000, 0.550723
98, 958.000000, 0.547273
99, 945.000000, 0.554802
