run, time in microseconds, throughput (GB/s)
0, 1629.000000, 0.040231
1, 1150.000000, 0.056988
2, 1148.000000, 0.057087
3, 832.000000, 0.078769
4, 834.000000, 0.078580
5, 839.000000, 0.078112
6, 833.000000, 0.078675
7, 831.000000, 0.078864
8, 869.000000, 0.075415
9, 868.000000, 0.075502
10, 833.000000, 0.078675
11, 834.000000, 0.078580
12, 833.000000, 0.078675
13, 841.000000, 0.077926
14, 833.000000, 0.078675
15, 833.000000, 0.078675
16, 833.000000, 0.078675
17, 840.000000, 0.078019
18, 832.000000, 0.078769
19, 834.000000, 0.078580
20, 832.000000, 0.078769
21, 840.000000, 0.078019
22, 833.000000, 0.078675
23, 833.000000, 0.078675
24, 833.000000, 0.078675
25, 844.000000, 0.077649
26, 832.000000, 0.078769
27, 834.000000, 0.078580
28, 834.000000, 0.078580
29, 844.000000, 0.077649
30, 827.000000, 0.079245
31, 821.000000, 0.079825
32, 852.000000, 0.076920
33, 849.000000, 0.077192
34, 819.000000, 0.080020
35, 820.000000, 0.079922
36, 820.000000, 0.079922
37, 828.000000, 0.079150
38, 821.000000, 0.079825
39, 820.000000, 0.079922
40, 822.000000, 0.079727
41, 831.000000, 0.078864
42, 821.000000, 0.079825
43, 819.000000, 0.080020
44, 821.000000, 0.079825
45, 831.000000, 0.078864
46, 817.000000, 0.080215
47, 820.000000, 0.079922
48, 856.000000, 0.076561
49, 849.000000, 0.077192
50, 820.000000, 0.079922
51, 822.000000, 0.079727
52, 819.000000, 0.080020
53, 831.000000, 0.078864
54, 821.000000, 0.079825
55, 822.000000, 0.079727
56, 819.000000, 0.080020
57, 827.000000, 0.079245
58, 821.000000, 0.079825
59, 819.000000, 0.080020
60, 820.000000, 0.079922
61, 827.000000, 0.079245
62, 819.000000, 0.080020
63, 823.000000, 0.079631
64, 820.000000, 0.079922
65, 844.000000, 0.077649
66, 821.000000, 0.079825
67, 822.000000, 0.079727
68, 820.000000, 0.079922
69, 831.000000, 0.078864
70, 821.000000, 0.079825
71, 820.000000, 0.079922
72, 821.000000, 0.079825
73, 831.000000, 0.078864
74, 820.000000, 0.079922
75, 819.000000, 0.080020
76, 821.000000, 0.079825
77, 827.000000, 0.079245
78, 820.000000, 0.079922
79, 856.000000, 0.076561
80, 821.000000, 0.079825
81, 828.000000, 0.079150
82, 820.000000, 0.079922
83, 821.000000, 0.079825
84, 820.000000, 0.079922
85, 830.000000, 0.078959
86, 820.000000, 0.079922
87, 821.000000, 0.079825
88, 821.000000, 0.079825
89, 830.000000, 0.078959
90, 819.000000, 0.080020
91, 820.000000, 0.079922
92, 820.000000, 0.079922
93, 838.000000, 0.078205
94, 820.000000, 0.079922
95, 819.000000, 0.080020
96, 821.000000, 0.079825
97, 827.000000, 0.079245
98, 822.000000, 0.079727
99, 821.000000, 0.079825
