run, time in microseconds, throughput (GB/s)
0, 5100.000000, 0.822413
1, 4675.000000, 0.897177
2, 6502.000000, 0.645079
3, 3589.000000, 1.168655
4, 2808.000000, 1.493698
5, 2715.000000, 1.544863
6, 2688.000000, 1.560381
7, 2813.000000, 1.491043
8, 2734.000000, 1.534127
9, 2736.000000, 1.533006
10, 2723.000000, 1.540325
11, 2644.000000, 1.586348
12, 2622.000000, 1.599658
13, 2607.000000, 1.608862
14, 2636.000000, 1.591162
15, 2641.000000, 1.588150
16, 2611.000000, 1.606398
17, 2601.000000, 1.612574
18, 2677.000000, 1.566793
19, 2680.000000, 1.565039
20, 2736.000000, 1.533006
21, 2712.000000, 1.546572
22, 3834.000000, 1.093976
23, 3104.000000, 1.351258
24, 3194.000000, 1.313182
25, 2951.000000, 1.421316
26, 2805.000000, 1.495296
27, 2759.000000, 1.520226
28, 2781.000000, 1.508200
29, 2878.000000, 1.457368
30, 2916.000000, 1.438376
31, 2985.000000, 1.405127
32, 2811.000000, 1.492104
33, 2885.000000, 1.453832
34, 2886.000000, 1.453328
35, 2776.000000, 1.510916
36, 2883.000000, 1.454840
37, 2885.000000, 1.453832
38, 2931.000000, 1.431015
39, 2829.000000, 1.482610
40, 2886.000000, 1.453328
41, 2983.000000, 1.406069
42, 2895.000000, 1.448810
43, 2898.000000, 1.447310
44, 2882.000000, 1.455345
45, 3090.000000, 1.357380
46, 3199.000000, 1.311130
47, 3029.000000, 1.384716
48, 3013.000000, 1.392069
49, 2993.000000, 1.401371
50, 3123.000000, 1.343037
51, 3018.000000, 1.389763
52, 2931.000000, 1.431015
53, 2885.000000, 1.453832
54, 2880.000000, 1.456356
55, 2934.000000, 1.429551
56, 3030.000000, 1.384259
57, 2987.000000, 1.404186
58, 2946.000000, 1.423728
59, 2933.000000, 1.430039
60, 2899.000000, 1.446811
61, 3054.000000, 1.373380
62, 3061.000000, 1.370240
63, 3103.000000, 1.351693
64, 3030.000000, 1.384259
65, 2985.000000, 1.405127
66, 2911.000000, 1.440846
67, 2963.000000, 1.415560
68, 2985.000000, 1.405127
69, 3063.000000, 1.369345
70, 2996.000000, 1.399968
71, 2928.000000, 1.432481
72, 3015.000000, 1.391146
73, 3020.000000, 1.388842
74, 2927.000000, 1.432970
75, 2954.000000, 1.419873
76, 3049.000000, 1.375633
77, 3072.000000, 1.365333
78, 3002.000000, 1.397170
79, 3080.000000, 1.361787
80, 3046.000000, 1.376988
81, 2887.000000, 1.452824
82, 3008.000000, 1.394383
83, 2961.000000, 1.416516
84, 2888.000000, 1.452321
85, 2783.000000, 1.507116
86, 2814.000000, 1.490513
87, 2832.000000, 1.481040
88, 2942.000000, 1.425664
89, 2978.000000, 1.408430
90, 2862.000000, 1.465515
91, 2875.000000, 1.458888
92, 2800.000000, 1.497966
93, 2788.000000, 1.504413
94, 2802.000000, 1.496897
95, 3096.000000, 1.354749
96, 3016.000000, 1.390684
97, 2926.000000, 1.433460
98, 2865.000000, 1.463980
99, 2810.000000, 1.492635
