run, time in microseconds, throughput (GB/s)
0, 861.000000, 0.152232
1, 852.000000, 0.153840
2, 853.000000, 0.153660
3, 863.000000, 0.151879
4, 852.000000, 0.153840
5, 853.000000, 0.153660
6, 883.000000, 0.148439
7, 857.000000, 0.152943
8, 858.000000, 0.152765
9, 852.000000, 0.153840
10, 853.000000, 0.153660
11, 852.000000, 0.153840
12, 865.000000, 0.151528
13, 852.000000, 0.153840
14, 850.000000, 0.154202
15, 852.000000, 0.153840
16, 858.000000, 0.152765
17, 873.000000, 0.150140
18, 851.000000, 0.154021
19, 851.000000, 0.154021
20, 852.000000, 0.153840
21, 863.000000, 0.151879
22, 852.000000, 0.153840
23, 851.000000, 0.154021
24, 853.000000, 0.153660
25, 864.000000, 0.151704
26, 857.000000, 0.152943
27, 852.000000, 0.153840
28, 851.000000, 0.154021
29, 852.000000, 0.153840
30, 865.000000, 0.151528
31, 852.000000, 0.153840
32, 851.000000, 0.154021
33, 852.000000, 0.153840
34, 855.000000, 0.153301
35, 865.000000, 0.151528
36, 851.000000, 0.154021
37, 851.000000, 0.154021
38, 854.000000, 0.153480
39, 867.000000, 0.151179
40, 851.000000, 0.154021
41, 852.000000, 0.153840
42, 850.000000, 0.154202
43, 852.000000, 0.153840
44, 860.000000, 0.152409
45, 852.000000, 0.153840
46, 851.000000, 0.154021
47, 855.000000, 0.153301
48, 867.000000, 0.151179
49, 850.000000, 0.154202
50, 851.000000, 0.154021
51, 852.000000, 0.153840
52, 851.000000, 0.154021
53, 863.000000, 0.151879
54, 851.000000, 0.154021
55, 850.000000, 0.154202
56, 852.000000, 0.153840
57, 864.000000, 0.151704
58, 851.000000, 0.154021
59, 850.000000, 0.154202
60, 851.000000, 0.154021
61, 851.000000, 0.154021
62, 876.000000, 0.149626
63, 850.000000, 0.154202
64, 851.000000, 0.154021
65, 851.000000, 0.154021
66, 863.000000, 0.151879
67, 850.000000, 0.154202
68, 850.000000, 0.154202
69, 852.000000, 0.153840
70, 852.000000, 0.153840
71, 863.000000, 0.151879
72, 851.000000, 0.154021
73, 850.000000, 0.154202
74, 852.000000, 0.153840
75, 864.000000, 0.151704
76, 851.000000, 0.154021
77, 850.000000, 0.154202
78, 850.000000, 0.154202
79, 852.000000, 0.153840
80, 857.000000, 0.152943
81, 851.000000, 0.154021
82, 851.000000, 0.154021
83, 851.000000, 0.154021
84, 879.000000, 0.149115
85, 851.000000, 0.154021
86, 851.000000, 0.154021
87, 850.000000, 0.154202
88, 853.000000, 0.153660
89, 863.000000, 0.151879
90, 851.000000, 0.154021
91, 851.000000, 0.154021
92, 851.000000, 0.154021
93, 862.000000, 0.152056
94, 851.000000, 0.154021
95, 851.000000, 0.154021
96, 851.000000, 0.154021
97, 852.000000, 0.153840
98, 861.000000, 0.152232
99, 851.000000, 0.154021
