run, time in microseconds, throughput (GB/s)
0, 1217.000000, 0.215402
1, 1131.000000, 0.231781
2, 1191.000000, 0.220104
3, 1147.000000, 0.228548
4, 1126.000000, 0.232810
5, 1176.000000, 0.222912
6, 1120.000000, 0.234057
7, 1124.000000, 0.233224
8, 1193.000000, 0.219735
9, 1161.000000, 0.225792
10, 1121.000000, 0.233848
11, 1126.000000, 0.232810
12, 1139.000000, 0.230153
13, 1165.000000, 0.225016
14, 1135.000000, 0.230964
15, 1125.000000, 0.233017
16, 1126.000000, 0.232810
17, 1131.000000, 0.231781
18, 1159.000000, 0.226181
19, 1129.000000, 0.232191
20, 1128.000000, 0.232397
21, 1130.000000, 0.231986
22, 1171.000000, 0.223863
23, 1144.000000, 0.229147
24, 1129.000000, 0.232191
25, 1127.000000, 0.232603
26, 1134.000000, 0.231168
27, 1205.000000, 0.217547
28, 1131.000000, 0.231781
29, 1131.000000, 0.231781
30, 1133.000000, 0.231372
31, 1160.000000, 0.225986
32, 1169.000000, 0.224246
33, 1135.000000, 0.230964
34, 1134.000000, 0.231168
35, 1134.000000, 0.231168
36, 1185.000000, 0.221219
37, 1211.000000, 0.216469
38, 1134.000000, 0.231168
39, 1134.000000, 0.231168
40, 1135.000000, 0.230964
41, 1181.000000, 0.221968
42, 1156.000000, 0.226768
43, 1131.000000, 0.231781
44, 1135.000000, 0.230964
45, 1139.000000, 0.230153
46, 1180.000000, 0.222156
47, 1138.000000, 0.230355
48, 1137.000000, 0.230558
49, 1137.000000, 0.230558
50, 1140.000000, 0.229951
51, 1171.000000, 0.223863
52, 1138.000000, 0.230355
53, 1137.000000, 0.230558
54, 1192.000000, 0.219919
55, 1152.000000, 0.227556
56, 1171.000000, 0.223863
57, 1137.000000, 0.230558
58, 1140.000000, 0.229951
59, 1140.000000, 0.229951
60, 1154.000000, 0.227161
61, 1199.000000, 0.218636
62, 1139.000000, 0.230153
63, 1137.000000, 0.230558
64, 1140.000000, 0.229951
65, 1225.000000, 0.213995
66, 1190.000000, 0.220289
67, 1143.000000, 0.229347
68, 1143.000000, 0.229347
69, 1145.000000, 0.228947
70, 1154.000000, 0.227161
71, 1200.000000, 0.218453
72, 1141.000000, 0.229749
73, 1142.000000, 0.229548
74, 1142.000000, 0.229548
75, 1145.000000, 0.228947
76, 1186.000000, 0.221032
77, 1145.000000, 0.228947
78, 1143.000000, 0.229347
79, 1166.000000, 0.224823
80, 1148.000000, 0.228348
81, 1189.000000, 0.220474
82, 1171.000000, 0.223863
83, 1144.000000, 0.229147
84, 1141.000000, 0.229749
85, 1146.000000, 0.228747
86, 1176.000000, 0.222912
87, 1178.000000, 0.222533
88, 1180.000000, 0.222156
89, 1144.000000, 0.229147
90, 1144.000000, 0.229147
91, 1149.000000, 0.228150
92, 1190.000000, 0.220289
93, 1174.000000, 0.223291
94, 1145.000000, 0.228947
95, 1149.000000, 0.228150
96, 1148.000000, 0.228348
97, 1198.000000, 0.218818
98, 1178.000000, 0.222533
99, 1146.000000, 0.228747
