run, time in microseconds, throughput (GB/s)
0, 139.000000, 0.117871
1, 117.000000, 0.140034
2, 114.000000, 0.143719
3, 114.000000, 0.143719
4, 114.000000, 0.143719
5, 122.000000, 0.134295
6, 113.000000, 0.144991
7, 114.000000, 0.143719
8, 114.000000, 0.143719
9, 114.000000, 0.143719
10, 113.000000, 0.144991
11, 114.000000, 0.143719
12, 113.000000, 0.144991
13, 113.000000, 0.144991
14, 114.000000, 0.143719
15, 114.000000, 0.143719
16, 114.000000, 0.143719
17, 113.000000, 0.144991
18, 114.000000, 0.143719
19, 114.000000, 0.143719
20, 114.000000, 0.143719
21, 113.000000, 0.144991
22, 113.000000, 0.144991
23, 114.000000, 0.143719
24, 61.000000, 0.268590
25, 65.000000, 0.252062
26, 59.000000, 0.277695
27, 59.000000, 0.277695
28, 59.000000, 0.277695
29, 59.000000, 0.277695
30, 59.000000, 0.277695
31, 59.000000, 0.277695
32, 59.000000, 0.277695
33, 59.000000, 0.277695
34, 60.000000, 0.273067
35, 59.000000, 0.277695
36, 59.000000, 0.277695
37, 59.000000, 0.277695
38, 59.000000, 0.277695
39, 59.000000, 0.277695
40, 59.000000, 0.277695
41, 59.000000, 0.277695
42, 59.000000, 0.277695
43, 60.000000, 0.273067
44, 65.000000, 0.252062
45, 59.000000, 0.277695
46, 59.000000, 0.277695
47, 60.000000, 0.273067
48, 59.000000, 0.277695
49, 59.000000, 0.277695
50, 59.000000, 0.277695
51, 59.000000, 0.277695
52, 60.000000, 0.273067
53, 59.000000, 0.277695
54, 59.000000, 0.277695
55, 59.000000, 0.277695
56, 59.000000, 0.277695
57, 59.000000, 0.277695
58, 59.000000, 0.277695
59, 59.000000, 0.277695
60, 59.000000, 0.277695
61, 60.000000, 0.273067
62, 59.000000, 0.277695
63, 65.000000, 0.252062
64, 59.000000, 0.277695
65, 59.000000, 0.277695
66, 59.000000, 0.277695
67, 59.000000, 0.277695
68, 59.000000, 0.277695
69, 59.000000, 0.277695
70, 60.000000, 0.273067
71, 59.000000, 0.277695
72, 59.000000, 0.277695
73, 59.000000, 0.277695
74, 59.000000, 0.277695
75, 59.000000, 0.277695
76, 59.000000, 0.277695
77, 59.000000, 0.277695
78, 59.000000, 0.277695
79, 60.000000, 0.273067
80, 59.000000, 0.277695
81, 59.000000, 0.277695
82, 65.000000, 0.252062
83, 59.000000, 0.277695
84, 59.000000, 0.277695
85, 59.000000, 0.277695
86, 59.000000, 0.277695
87, 59.000000, 0.277695
88, 60.000000, 0.273067
89, 59.000000, 0.277695
90, 59.000000, 0.277695
91, 59.000000, 0.277695
92, 59.000000, 0.277695
93, 59.000000, 0.277695
94, 59.000000, 0.277695
95, 59.000000, 0.277695
96, 59.000000, 0.277695
97, 60.000000, 0.273067
98, 59.000000, 0.277695
99, 59.000000, 0.277695
