run, time in microseconds, throughput (GB/s)
0, 4558.000000, 0.920207
1, 4515.000000, 0.928971
2, 4538.000000, 0.924263
3, 4532.000000, 0.925486
4, 4535.000000, 0.924874
5, 5713.000000, 0.734168
6, 4524.000000, 0.927123
7, 4551.000000, 0.921623
8, 4521.000000, 0.927738
9, 4502.000000, 0.931653
10, 4543.000000, 0.923245
11, 4535.000000, 0.924874
12, 4533.000000, 0.925282
13, 4475.000000, 0.937275
14, 4548.000000, 0.922230
15, 4545.000000, 0.922839
16, 4515.000000, 0.928971
17, 4534.000000, 0.925078
18, 4528.000000, 0.926304
19, 4544.000000, 0.923042
20, 4533.000000, 0.925282
21, 4499.000000, 0.932275
22, 4501.000000, 0.931860
23, 4533.000000, 0.925282
24, 4547.000000, 0.922433
25, 4506.000000, 0.930826
26, 4536.000000, 0.924670
27, 4541.000000, 0.923652
28, 4530.000000, 0.925895
29, 4574.000000, 0.916988
30, 4540.000000, 0.923856
31, 4534.000000, 0.925078
32, 4540.000000, 0.923856
33, 4530.000000, 0.925895
34, 4522.000000, 0.927533
35, 4538.000000, 0.924263
36, 4542.000000, 0.923449
37, 4541.000000, 0.923652
38, 4527.000000, 0.926509
39, 4533.000000, 0.925282
40, 4480.000000, 0.936229
41, 4512.000000, 0.929589
42, 4524.000000, 0.927123
43, 4515.000000, 0.928971
44, 4540.000000, 0.923856
45, 4536.000000, 0.924670
46, 4540.000000, 0.923856
47, 4537.000000, 0.924466
48, 4569.000000, 0.917992
49, 4567.000000, 0.918394
50, 4515.000000, 0.928971
51, 4522.000000, 0.927533
52, 4570.000000, 0.917791
53, 4561.000000, 0.919602
54, 4532.000000, 0.925486
55, 4538.000000, 0.924263
56, 4536.000000, 0.924670
57, 4494.000000, 0.933312
58, 4508.000000, 0.930413
59, 4538.000000, 0.924263
60, 4499.000000, 0.932275
61, 4471.000000, 0.938113
62, 4549.000000, 0.922028
63, 4550.000000, 0.921825
64, 4541.000000, 0.923652
65, 4535.000000, 0.924874
66, 4524.000000, 0.927123
67, 4545.000000, 0.922839
68, 4577.000000, 0.916387
69, 4544.000000, 0.923042
70, 4528.000000, 0.926304
71, 4529.000000, 0.926099
72, 4541.000000, 0.923652
73, 4550.000000, 0.921825
74, 4537.000000, 0.924466
75, 4540.000000, 0.923856
76, 4537.000000, 0.924466
77, 4539.000000, 0.924059
78, 4517.000000, 0.928560
79, 4520.000000, 0.927943
80, 4517.000000, 0.928560
81, 4511.000000, 0.929795
82, 4566.000000, 0.918595
83, 4548.000000, 0.922230
84, 4489.000000, 0.934352
85, 4494.000000, 0.933312
86, 4523.000000, 0.927328
87, 4547.000000, 0.922433
88, 4553.000000, 0.921218
89, 4532.000000, 0.925486
90, 4525.000000, 0.926918
91, 4528.000000, 0.926304
92, 4569.000000, 0.917992
93, 4543.000000, 0.923245
94, 4531.000000, 0.925691
95, 4510.000000, 0.930001
96, 4537.000000, 0.924466
97, 4522.000000, 0.927533
98, 4507.000000, 0.930620
99, 4523.000000, 0.927328
