run, time in microseconds, throughput (GB/s)
0, 12809.000000, 0.654900
1, 11289.000000, 0.743078
2, 11467.000000, 0.731543
3, 12339.000000, 0.679845
4, 12794.000000, 0.655667
5, 12793.000000, 0.655719
6, 12726.000000, 0.659171
7, 12907.000000, 0.649927
8, 13018.000000, 0.644385
9, 13381.000000, 0.626904
10, 12388.000000, 0.677156
11, 12200.000000, 0.687591
12, 13196.000000, 0.635693
13, 12532.000000, 0.669375
14, 12747.000000, 0.658085
15, 13527.000000, 0.620138
16, 12823.000000, 0.654185
17, 12972.000000, 0.646670
18, 12715.000000, 0.659741
19, 12642.000000, 0.663551
20, 12823.000000, 0.654185
21, 12833.000000, 0.653675
22, 12927.000000, 0.648921
23, 13397.000000, 0.626156
24, 12870.000000, 0.651795
25, 12916.000000, 0.649474
26, 13025.000000, 0.644039
27, 13012.000000, 0.644682
28, 12883.000000, 0.651138
29, 14039.000000, 0.597522
30, 14211.000000, 0.590290
31, 14369.000000, 0.583799
32, 14187.000000, 0.591288
33, 13374.000000, 0.627233
34, 13287.000000, 0.631340
35, 13429.000000, 0.624664
36, 13162.000000, 0.637335
37, 13034.000000, 0.643594
38, 13165.000000, 0.637190
39, 12953.000000, 0.647619
40, 13214.000000, 0.634827
41, 12859.000000, 0.652353
42, 13297.000000, 0.630865
43, 13092.000000, 0.640743
44, 13681.000000, 0.613158
45, 13332.000000, 0.629209
46, 13055.000000, 0.642559
47, 12875.000000, 0.651542
48, 13088.000000, 0.640939
49, 13650.000000, 0.614550
50, 14399.000000, 0.582583
51, 14214.000000, 0.590165
52, 14205.000000, 0.590539
53, 13406.000000, 0.625735
54, 13518.000000, 0.620551
55, 13120.000000, 0.639376
56, 13176.000000, 0.636658
57, 12934.000000, 0.648570
58, 13161.000000, 0.637384
59, 13757.000000, 0.609770
60, 14456.000000, 0.580286
61, 14246.000000, 0.588840
62, 13772.000000, 0.609106
63, 13409.000000, 0.625595
64, 12975.000000, 0.646521
65, 13071.000000, 0.641772
66, 13003.000000, 0.645129
67, 13928.000000, 0.602284
68, 13295.000000, 0.630960
69, 13025.000000, 0.644039
70, 13420.000000, 0.625083
71, 13767.000000, 0.609327
72, 14370.000000, 0.583758
73, 14299.000000, 0.586657
74, 13982.000000, 0.599958
75, 13140.000000, 0.638402
76, 13080.000000, 0.641331
77, 13044.000000, 0.643101
78, 13969.000000, 0.600516
79, 14317.000000, 0.585919
80, 14472.000000, 0.579644
81, 14380.000000, 0.583352
82, 14179.000000, 0.591622
83, 13758.000000, 0.609726
84, 13332.000000, 0.629209
85, 13254.000000, 0.632911
86, 13055.000000, 0.642559
87, 13196.000000, 0.635693
88, 13256.000000, 0.632816
89, 13888.000000, 0.604018
90, 14475.000000, 0.579524
91, 14493.000000, 0.578804
92, 13574.000000, 0.617991
93, 13214.000000, 0.634827
94, 13435.000000, 0.624385
95, 13621.000000, 0.615858
96, 14029.000000, 0.597948
97, 14521.000000, 0.577688
98, 14352.000000, 0.584491
99, 13757.000000, 0.609770
