run, time in microseconds, throughput (GB/s)
0, 21960.682000, 0.190992
1, 21934.800000, 0.191217
2, 21932.076000, 0.191241
3, 21937.566000, 0.191193
4, 21932.070000, 0.191241
5, 21954.748000, 0.191043
6, 21943.024000, 0.191145
7, 21891.768000, 0.191593
8, 21928.629000, 0.191271
9, 21921.801000, 0.191330
10, 21928.518000, 0.191272
11, 21831.831000, 0.192119
12, 21926.393000, 0.191290
13, 21935.388000, 0.191212
14, 21913.775000, 0.191400
15, 21936.033000, 0.191206
16, 21935.223000, 0.191213
17, 21941.417000, 0.191159
18, 21935.185000, 0.191214
19, 21912.778000, 0.191409
20, 21931.283000, 0.191248
21, 21940.051000, 0.191171
22, 21889.890000, 0.191609
23, 21944.605000, 0.191131
24, 21932.582000, 0.191236
25, 21927.607000, 0.191280
26, 21917.549000, 0.191367
27, 21899.975000, 0.191521
28, 21926.850000, 0.191286
29, 21927.001000, 0.191285
30, 21940.689000, 0.191166
31, 21964.720000, 0.190956
32, 21934.386000, 0.191220
33, 21924.667000, 0.191305
34, 21922.943000, 0.191320
35, 21934.682000, 0.191218
36, 21935.856000, 0.191208
37, 21926.880000, 0.191286
38, 21947.905000, 0.191103
39, 21935.508000, 0.191211
40, 21921.144000, 0.191336
41, 21938.031000, 0.191189
42, 21932.429000, 0.191238
43, 21933.449000, 0.191229
44, 21947.755000, 0.191104
45, 21929.366000, 0.191264
46, 21933.417000, 0.191229
47, 21934.079000, 0.191223
48, 21932.941000, 0.191233
49, 21933.380000, 0.191229
50, 21930.331000, 0.191256
51, 21934.272000, 0.191221
52, 21934.313000, 0.191221
53, 21930.585000, 0.191254
54, 21897.472000, 0.191543
55, 21928.817000, 0.191269
56, 21932.151000, 0.191240
57, 21948.881000, 0.191094
58, 21934.003000, 0.191224
59, 21927.282000, 0.191282
60, 21930.011000, 0.191259
61, 21968.087000, 0.190927
62, 21930.153000, 0.191257
63, 21931.781000, 0.191243
64, 21923.623000, 0.191314
65, 21923.205000, 0.191318
66, 21924.431000, 0.191307
67, 21926.419000, 0.191290
68, 21925.521000, 0.191298
69, 21926.789000, 0.191287
70, 21943.205000, 0.191144
71, 21943.738000, 0.191139
72, 21929.004000, 0.191267
73, 21930.436000, 0.191255
74, 21944.936000, 0.191129
75, 21926.653000, 0.191288
76, 21935.916000, 0.191207
77, 21927.725000, 0.191279
78, 21927.335000, 0.191282
79, 21929.239000, 0.191265
80, 21922.623000, 0.191323
81, 21937.092000, 0.191197
82, 21928.869000, 0.191269
83, 21921.962000, 0.191329
84, 21932.213000, 0.191239
85, 21872.574000, 0.191761
86, 21920.943000, 0.191338
87, 21925.549000, 0.191298
88, 21878.043000, 0.191713
89, 21934.653000, 0.191218
90, 21922.168000, 0.191327
91, 21931.679000, 0.191244
92, 21939.784000, 0.191173
93, 21929.933000, 0.191259
94, 21923.725000, 0.191313
95, 21923.375000, 0.191317
96, 21929.840000, 0.191260
97, 21922.839000, 0.191321
98, 21919.166000, 0.191353
99, 21923.596000, 0.191315
