run, time in microseconds, throughput (GB/s)
0, 97.450000, 0.084064
1, 181.792000, 0.045062
2, 79.165000, 0.103480
3, 103.553000, 0.079109
4, 109.571000, 0.074764
5, 101.180000, 0.080965
6, 99.635000, 0.082220
7, 102.685000, 0.079778
8, 96.589000, 0.084813
9, 102.798000, 0.079690
10, 99.265000, 0.082527
11, 99.299000, 0.082498
12, 93.993000, 0.087155
13, 97.336000, 0.084162
14, 91.860000, 0.089179
15, 88.185000, 0.092896
16, 86.272000, 0.094955
17, 88.050000, 0.093038
18, 96.209000, 0.085148
19, 102.771000, 0.079711
20, 98.142000, 0.083471
21, 106.193000, 0.077143
22, 100.141000, 0.081805
23, 103.663000, 0.079025
24, 64.836000, 0.126350
25, 90.996000, 0.090026
26, 94.312000, 0.086861
27, 104.725000, 0.078224
28, 99.299000, 0.082498
29, 106.797000, 0.076706
30, 62.802000, 0.130442
31, 109.449000, 0.074848
32, 55.641000, 0.147230
33, 109.400000, 0.074881
34, 65.748000, 0.124597
35, 106.385000, 0.077003
36, 53.043000, 0.154441
37, 112.648000, 0.072722
38, 59.950000, 0.136647
39, 80.545000, 0.101707
40, 93.845000, 0.087293
41, 136.188000, 0.060152
42, 116.285000, 0.070448
43, 97.775000, 0.083784
44, 58.288000, 0.140544
45, 145.770000, 0.056198
46, 100.867000, 0.081216
47, 141.621000, 0.057845
48, 96.196000, 0.085159
49, 67.772000, 0.120876
50, 104.997000, 0.078021
51, 142.654000, 0.057426
52, 94.613000, 0.086584
53, 137.603000, 0.059534
54, 98.376000, 0.083272
55, 137.400000, 0.059622
56, 104.512000, 0.078383
57, 138.969000, 0.058948
58, 99.010000, 0.082739
59, 140.959000, 0.058116
60, 97.125000, 0.084345
61, 138.289000, 0.059238
62, 97.684000, 0.083862
63, 145.006000, 0.056494
64, 43.356000, 0.188947
65, 87.385000, 0.093746
66, 45.757000, 0.179033
67, 83.005000, 0.098693
68, 94.850000, 0.086368
69, 146.280000, 0.056002
70, 99.162000, 0.082612
71, 141.073000, 0.058069
72, 100.082000, 0.081853
73, 145.095000, 0.056460
74, 17666.107000, 0.000464
75, 103.067000, 0.079482
76, 31.967000, 0.256264
77, 79.417000, 0.103152
78, 58.103000, 0.140991
79, 98.880000, 0.082848
80, 29.124000, 0.281280
81, 79.760000, 0.102708
82, 62.298000, 0.131497
83, 80.122000, 0.102244
84, 26.797000, 0.305706
85, 83.181000, 0.098484
86, 33.809000, 0.242302
87, 102.689000, 0.079775
88, 26.440000, 0.309834
89, 94.282000, 0.086888
90, 33.170000, 0.246970
91, 90.023000, 0.090999
92, 49.074000, 0.166932
93, 88.542000, 0.092521
94, 52.294000, 0.156653
95, 89.040000, 0.092004
96, 59.853000, 0.136869
97, 102.579000, 0.079860
98, 53.097000, 0.154284
99, 83.158000, 0.098511
