run, time in microseconds, throughput (GB/s)
0, 1025.399000, 0.063913
1, 1002.035000, 0.065403
2, 1004.781000, 0.065224
3, 1011.262000, 0.064806
4, 984.079000, 0.066596
5, 1005.043000, 0.065207
6, 993.245000, 0.065982
7, 980.956000, 0.066808
8, 998.378000, 0.065642
9, 993.659000, 0.065954
10, 980.415000, 0.066845
11, 1001.733000, 0.065423
12, 984.882000, 0.066542
13, 986.500000, 0.066433
14, 998.863000, 0.065611
15, 1009.380000, 0.064927
16, 980.233000, 0.066858
17, 1014.148000, 0.064622
18, 1001.687000, 0.065426
19, 977.096000, 0.067072
20, 1007.533000, 0.065046
21, 1016.216000, 0.064490
22, 1040.643000, 0.062976
23, 1001.975000, 0.065407
24, 1007.376000, 0.065056
25, 1014.894000, 0.064574
26, 993.161000, 0.065987
27, 1013.806000, 0.064644
28, 998.723000, 0.065620
29, 1003.348000, 0.065317
30, 1057.272000, 0.061986
31, 984.123000, 0.066593
32, 1044.775000, 0.062727
33, 1007.182000, 0.065069
34, 977.449000, 0.067048
35, 1000.635000, 0.065494
36, 996.975000, 0.065735
37, 984.293000, 0.066582
38, 998.730000, 0.065619
39, 988.749000, 0.066282
40, 981.595000, 0.066765
41, 970.562000, 0.067524
42, 975.304000, 0.067195
43, 969.739000, 0.067581
44, 966.795000, 0.067787
45, 986.018000, 0.066465
46, 980.934000, 0.066810
47, 985.558000, 0.066496
48, 968.390000, 0.067675
49, 974.578000, 0.067246
50, 979.130000, 0.066933
51, 969.039000, 0.067630
52, 975.721000, 0.067167
53, 967.717000, 0.067722
54, 966.364000, 0.067817
55, 978.315000, 0.066989
56, 972.098000, 0.067417
57, 967.405000, 0.067744
58, 967.726000, 0.067722
59, 972.658000, 0.067378
60, 969.141000, 0.067623
61, 982.192000, 0.066724
62, 965.895000, 0.067850
63, 969.111000, 0.067625
64, 971.373000, 0.067467
65, 968.941000, 0.067637
66, 982.908000, 0.066676
67, 968.255000, 0.067685
68, 970.217000, 0.067548
69, 973.214000, 0.067340
70, 976.475000, 0.067115
71, 968.451000, 0.067671
72, 972.197000, 0.067410
73, 979.717000, 0.066893
74, 967.062000, 0.067768
75, 977.882000, 0.067018
76, 975.126000, 0.067208
77, 1001.542000, 0.065435
78, 980.766000, 0.066821
79, 966.532000, 0.067805
80, 978.631000, 0.066967
81, 972.091000, 0.067418
82, 970.393000, 0.067536
83, 969.103000, 0.067625
84, 978.829000, 0.066953
85, 976.023000, 0.067146
86, 981.521000, 0.066770
87, 966.345000, 0.067818
88, 969.985000, 0.067564
89, 981.722000, 0.066756
90, 979.499000, 0.066908
91, 983.555000, 0.066632
92, 977.434000, 0.067049
93, 981.918000, 0.066743
94, 979.235000, 0.066926
95, 978.995000, 0.066942
96, 974.430000, 0.067256
97, 1057.139000, 0.061994
98, 981.071000, 0.066800
99, 983.797000, 0.066615
