run, time in microseconds, throughput (GB/s)
0, 153.163000, 1.711536
1, 167.243000, 1.567444
2, 129.809000, 2.019459
3, 168.902000, 1.552048
4, 169.767000, 1.544140
5, 124.883000, 2.099117
6, 154.569000, 1.695967
7, 145.309000, 1.804045
8, 117.131000, 2.238041
9, 188.302000, 1.392147
10, 120.321000, 2.178705
11, 170.203000, 1.540184
12, 154.163000, 1.700434
13, 101.931000, 2.571779
14, 155.220000, 1.688855
15, 135.421000, 1.935771
16, 118.792000, 2.206748
17, 158.558000, 1.653300
18, 126.770000, 2.067871
19, 126.854000, 2.066502
20, 112.374000, 2.332782
21, 161.086000, 1.627354
22, 127.828000, 2.050756
23, 163.824000, 1.600156
24, 114.135000, 2.296789
25, 124.355000, 2.108029
26, 126.464000, 2.072874
27, 115.964000, 2.260564
28, 168.958000, 1.551534
29, 122.762000, 2.135384
30, 122.998000, 2.131287
31, 101.134000, 2.592046
32, 93.637000, 2.799577
33, 91.742000, 2.857404
34, 95.646000, 2.740773
35, 90.805000, 2.886889
36, 93.893000, 2.791944
37, 95.099000, 2.756538
38, 90.187000, 2.906672
39, 110.652000, 2.369085
40, 93.758000, 2.795964
41, 94.648000, 2.769673
42, 92.440000, 2.835829
43, 100.253000, 2.614824
44, 97.801000, 2.680382
45, 96.853000, 2.706617
46, 99.966000, 2.622332
47, 92.184000, 2.843704
48, 66.311000, 3.953251
49, 110.412000, 2.374235
50, 95.528000, 2.744159
51, 78.442000, 3.341883
52, 94.910000, 2.762027
53, 99.685000, 2.629724
54, 87.460000, 2.997302
55, 84.445000, 3.104316
56, 98.056000, 2.673411
57, 118.158000, 2.218589
58, 94.644000, 2.769790
59, 96.711000, 2.710591
60, 77.911000, 3.364660
61, 95.195000, 2.753758
62, 96.201000, 2.724961
63, 96.992000, 2.702738
64, 100.838000, 2.599655
65, 91.495000, 2.865118
66, 94.679000, 2.768766
67, 99.763000, 2.627668
68, 77.156000, 3.397584
69, 90.178000, 2.906962
70, 101.452000, 2.583921
71, 95.020000, 2.758830
72, 96.520000, 2.715955
73, 103.063000, 2.543532
74, 88.116000, 2.974988
75, 299.056000, 0.876572
76, 173.155000, 1.513927
77, 166.838000, 1.571249
78, 167.928000, 1.561050
79, 161.904000, 1.619132
80, 163.644000, 1.601916
81, 160.999000, 1.628234
82, 119.449000, 2.194610
83, 119.913000, 2.186118
84, 86.519000, 3.029901
85, 164.906000, 1.589657
86, 116.112000, 2.257682
87, 164.844000, 1.590255
88, 162.918000, 1.609055
89, 109.318000, 2.397995
90, 166.400000, 1.575385
91, 162.308000, 1.615102
92, 158.665000, 1.652185
93, 170.294000, 1.539361
94, 156.273000, 1.677475
95, 172.317000, 1.521289
96, 161.937000, 1.618802
97, 172.323000, 1.521236
98, 168.482000, 1.555917
99, 173.411000, 1.511692
