run, time in microseconds, throughput (GB/s)
0, 2240.212000, 7.489120
1, 2196.795000, 7.637133
2, 2125.787000, 7.892238
3, 2171.855000, 7.724832
4, 2163.997000, 7.752883
5, 2172.066000, 7.724082
6, 2166.801000, 7.742850
7, 2159.786000, 7.767999
8, 2162.063000, 7.759818
9, 2213.300000, 7.580182
10, 2162.594000, 7.757913
11, 2090.843000, 8.024140
12, 2168.320000, 7.737426
13, 2206.768000, 7.602619
14, 2125.616000, 7.892872
15, 2157.222000, 7.777232
16, 2061.921000, 8.136692
17, 2167.397000, 7.740721
18, 2128.490000, 7.882215
19, 2162.422000, 7.758530
20, 2149.099000, 7.806628
21, 2159.433000, 7.769269
22, 2160.214000, 7.766460
23, 2156.918000, 7.778328
24, 2183.231000, 7.684581
25, 2108.824000, 7.955721
26, 2188.223000, 7.667050
27, 2169.828000, 7.732049
28, 2075.706000, 8.082655
29, 2199.419000, 7.628022
30, 2154.341000, 7.787633
31, 2151.143000, 7.799210
32, 2155.094000, 7.784911
33, 2161.041000, 7.763488
34, 2155.482000, 7.783510
35, 2097.580000, 7.998368
36, 2161.735000, 7.760996
37, 2151.024000, 7.799641
38, 2075.514000, 8.083403
39, 2191.612000, 7.655194
40, 2188.651000, 7.665551
41, 2154.612000, 7.786653
42, 2149.544000, 7.805012
43, 2171.239000, 7.727024
44, 2150.945000, 7.799928
45, 2115.102000, 7.932107
46, 2149.251000, 7.806076
47, 2154.842000, 7.785822
48, 2117.568000, 7.922870
49, 2220.022000, 7.557230
50, 2151.853000, 7.796637
51, 2143.603000, 7.826643
52, 2153.339000, 7.791256
53, 2105.413000, 7.968610
54, 2097.191000, 7.999851
55, 2098.244000, 7.995837
56, 2091.701000, 8.020848
57, 2082.229000, 8.057335
58, 2027.964000, 8.272936
59, 2084.193000, 8.049742
60, 2080.733000, 8.063128
61, 2103.425000, 7.976142
62, 2071.711000, 8.098242
63, 2080.204000, 8.065178
64, 2105.468000, 7.968402
65, 2082.280000, 8.057137
66, 2080.984000, 8.062155
67, 2153.579000, 7.790388
68, 2057.195000, 8.155384
69, 2114.999000, 7.932494
70, 2153.171000, 7.791864
71, 2081.946000, 8.058430
72, 2147.925000, 7.810895
73, 2037.735000, 8.233267
74, 2154.691000, 7.786368
75, 2195.517000, 7.641579
76, 2147.467000, 7.812561
77, 2043.451000, 8.210237
78, 2100.163000, 7.988530
79, 2157.132000, 7.777556
80, 2038.179000, 8.231473
81, 2101.729000, 7.982578
82, 2093.021000, 8.015790
83, 2049.259000, 8.186967
84, 2175.540000, 7.711748
85, 2104.228000, 7.973098
86, 2142.580000, 7.830380
87, 2097.478000, 7.998757
88, 2045.966000, 8.200144
89, 2179.424000, 7.698005
90, 2008.375000, 8.353627
91, 2151.803000, 7.796818
92, 2086.060000, 8.042538
93, 2149.335000, 7.805771
94, 2165.552000, 7.747316
95, 2161.251000, 7.762734
96, 2139.834000, 7.840429
97, 2116.662000, 7.926261
98, 2116.268000, 7.927737
99, 2184.884000, 7.678767
