run, time in microseconds, throughput (GB/s)
0, 9447.106000, 0.110994
1, 9400.699000, 0.111542
2, 9378.004000, 0.111812
3, 9312.066000, 0.112604
4, 9372.082000, 0.111883
5, 9484.029000, 0.110562
6, 9385.262000, 0.111726
7, 9423.547000, 0.111272
8, 9397.620000, 0.111579
9, 9454.850000, 0.110904
10, 9454.474000, 0.110908
11, 9409.260000, 0.111441
12, 9415.883000, 0.111362
13, 9459.430000, 0.110850
14, 9425.088000, 0.111254
15, 9416.483000, 0.111355
16, 9471.518000, 0.110708
17, 9450.937000, 0.110949
18, 9404.566000, 0.111496
19, 9444.519000, 0.111025
20, 9386.550000, 0.111710
21, 9436.667000, 0.111117
22, 9377.035000, 0.111824
23, 9450.405000, 0.110956
24, 9414.788000, 0.111375
25, 9416.349000, 0.111357
26, 9416.515000, 0.111355
27, 9351.580000, 0.112128
28, 9385.491000, 0.111723
29, 9428.615000, 0.111212
30, 9391.236000, 0.111655
31, 9391.427000, 0.111652
32, 9455.650000, 0.110894
33, 9380.245000, 0.111786
34, 9443.131000, 0.111041
35, 9456.866000, 0.110880
36, 9379.200000, 0.111798
37, 9395.231000, 0.111607
38, 9378.748000, 0.111803
39, 9410.132000, 0.111431
40, 9381.628000, 0.111769
41, 9443.133000, 0.111041
42, 9412.073000, 0.111408
43, 9379.327000, 0.111797
44, 9416.488000, 0.111355
45, 9406.785000, 0.111470
46, 9434.212000, 0.111146
47, 9406.157000, 0.111478
48, 9375.274000, 0.111845
49, 9353.420000, 0.112106
50, 9338.631000, 0.112284
51, 9377.742000, 0.111815
52, 9354.641000, 0.112092
53, 9340.542000, 0.112261
54, 9328.156000, 0.112410
55, 9348.492000, 0.112165
56, 9376.965000, 0.111825
57, 9412.788000, 0.111399
58, 9368.173000, 0.111930
59, 9370.053000, 0.111907
60, 9429.921000, 0.111197
61, 9426.576000, 0.111236
62, 9414.989000, 0.111373
63, 9398.933000, 0.111563
64, 9442.705000, 0.111046
65, 9421.251000, 0.111299
66, 9397.386000, 0.111582
67, 9478.089000, 0.110632
68, 9343.434000, 0.112226
69, 9353.284000, 0.112108
70, 9409.425000, 0.111439
71, 9433.986000, 0.111149
72, 9428.823000, 0.111210
73, 9479.396000, 0.110616
74, 9470.621000, 0.110719
75, 9472.874000, 0.110692
76, 9355.824000, 0.112077
77, 9378.110000, 0.111811
78, 9379.134000, 0.111799
79, 9378.775000, 0.111803
80, 9401.697000, 0.111531
81, 9387.282000, 0.111702
82, 9321.544000, 0.112490
83, 9415.183000, 0.111371
84, 9399.480000, 0.111557
85, 9445.901000, 0.111009
86, 9435.874000, 0.111127
87, 9387.526000, 0.111699
88, 9390.975000, 0.111658
89, 9442.145000, 0.111053
90, 9460.555000, 0.110837
91, 9405.189000, 0.111489
92, 9501.170000, 0.110363
93, 9414.479000, 0.111379
94, 9395.634000, 0.111602
95, 9426.932000, 0.111232
96, 9378.659000, 0.111804
97, 9378.163000, 0.111810
98, 9480.276000, 0.110606
99, 9404.605000, 0.111496
