run, time in microseconds, throughput (GB/s)
0, 450.843000, 9.303247
1, 534.627000, 7.845290
2, 448.964000, 9.342183
3, 461.431000, 9.089775
4, 473.649000, 8.855300
5, 389.667000, 10.763816
6, 505.495000, 8.297419
7, 506.610000, 8.279158
8, 447.812000, 9.366216
9, 507.814000, 8.259528
10, 500.895000, 8.373619
11, 448.553000, 9.350743
12, 507.137000, 8.270554
13, 512.726000, 8.180400
14, 462.728000, 9.064297
15, 524.030000, 8.003939
16, 507.052000, 8.271941
17, 451.627000, 9.287098
18, 503.349000, 8.332795
19, 448.674000, 9.348222
20, 508.118000, 8.254587
21, 446.048000, 9.403257
22, 446.985000, 9.383545
23, 506.602000, 8.279288
24, 537.945000, 7.796901
25, 508.423000, 8.249635
26, 508.625000, 8.246358
27, 522.045000, 8.034373
28, 509.671000, 8.229434
29, 507.794000, 8.259853
30, 538.098000, 7.794684
31, 503.688000, 8.327187
32, 512.235000, 8.188242
33, 510.825000, 8.210843
34, 449.613000, 9.328698
35, 507.743000, 8.260683
36, 511.716000, 8.196547
37, 526.012000, 7.973780
38, 506.825000, 8.275645
39, 506.805000, 8.275972
40, 524.694000, 7.993810
41, 508.425000, 8.249602
42, 505.187000, 8.302478
43, 507.956000, 8.257219
44, 511.626000, 8.197988
45, 508.017000, 8.256228
46, 511.456000, 8.200713
47, 506.745000, 8.276952
48, 513.137000, 8.173848
49, 510.605000, 8.214381
50, 504.680000, 8.310819
51, 502.909000, 8.340085
52, 507.634000, 8.262457
53, 486.994000, 8.612640
54, 492.873000, 8.509908
55, 459.554000, 9.126901
56, 492.297000, 8.519865
57, 490.746000, 8.546792
58, 497.376000, 8.432864
59, 487.291000, 8.607391
60, 490.872000, 8.544598
61, 490.088000, 8.558267
62, 492.430000, 8.517564
63, 485.403000, 8.640870
64, 486.045000, 8.629456
65, 486.742000, 8.617099
66, 481.999000, 8.701894
67, 480.734000, 8.724792
68, 486.539000, 8.620694
69, 482.957000, 8.684632
70, 482.519000, 8.692516
71, 480.303000, 8.732621
72, 485.163000, 8.645144
73, 502.840000, 8.341230
74, 489.396000, 8.570368
75, 483.580000, 8.673444
76, 488.424000, 8.587424
77, 484.724000, 8.652974
78, 483.694000, 8.671400
79, 485.333000, 8.642116
80, 485.629000, 8.636848
81, 485.185000, 8.644752
82, 485.295000, 8.642793
83, 484.503000, 8.656921
84, 483.327000, 8.677984
85, 481.759000, 8.706229
86, 483.597000, 8.673139
87, 477.283000, 8.787876
88, 486.532000, 8.620818
89, 477.452000, 8.784766
90, 486.987000, 8.612764
91, 478.410000, 8.767175
92, 483.695000, 8.671382
93, 484.872000, 8.650332
94, 483.659000, 8.672027
95, 477.347000, 8.786698
96, 443.134000, 9.465092
97, 482.442000, 8.693903
98, 445.831000, 9.407834
99, 484.598000, 8.655224
