run, time in microseconds, throughput (GB/s)
0, 285.757000, 3.669467
1, 221.530000, 4.733336
2, 195.523000, 5.362929
3, 226.459000, 4.630313
4, 187.897000, 5.580589
5, 225.934000, 4.641072
6, 197.137000, 5.319022
7, 227.010000, 4.619074
8, 197.809000, 5.300952
9, 304.531000, 3.443249
10, 197.916000, 5.298086
11, 187.941000, 5.579283
12, 195.820000, 5.354795
13, 223.374000, 4.694262
14, 194.407000, 5.393715
15, 223.212000, 4.697669
16, 256.154000, 4.093537
17, 226.436000, 4.630783
18, 167.502000, 6.260080
19, 152.187000, 6.890050
20, 193.086000, 5.430616
21, 209.668000, 5.001126
22, 164.132000, 6.388614
23, 218.951000, 4.789090
24, 196.244000, 5.343226
25, 218.424000, 4.800645
26, 167.799000, 6.249000
27, 211.908000, 4.948261
28, 199.036000, 5.268273
29, 225.517000, 4.649654
30, 199.592000, 5.253597
31, 206.641000, 5.074385
32, 195.139000, 5.373482
33, 175.454000, 5.976358
34, 196.511000, 5.335966
35, 222.989000, 4.702366
36, 194.827000, 5.382088
37, 207.014000, 5.065242
38, 204.342000, 5.131476
39, 206.932000, 5.067249
40, 162.043000, 6.470974
41, 155.700000, 6.734592
42, 202.972000, 5.166112
43, 154.335000, 6.794156
44, 160.004000, 6.553436
45, 189.729000, 5.526704
46, 605.057000, 1.733020
47, 201.140000, 5.213165
48, 197.206000, 5.317161
49, 209.068000, 5.015478
50, 193.283000, 5.425081
51, 142.296000, 7.368977
52, 190.816000, 5.495221
53, 214.039000, 4.898995
54, 135.309000, 7.749492
55, 212.821000, 4.927033
56, 191.467000, 5.476536
57, 229.405000, 4.570851
58, 198.217000, 5.290041
59, 228.861000, 4.581716
60, 139.928000, 7.493682
61, 143.544000, 7.304910
62, 194.156000, 5.400688
63, 208.276000, 5.034550
64, 199.695000, 5.250888
65, 229.367000, 4.571608
66, 137.824000, 7.608080
67, 214.657000, 4.884891
68, 137.346000, 7.634558
69, 214.143000, 4.896616
70, 192.740000, 5.440365
71, 173.024000, 6.060292
72, 190.250000, 5.511569
73, 152.915000, 6.857247
74, 190.311000, 5.509802
75, 203.307000, 5.157599
76, 191.526000, 5.474849
77, 139.129000, 7.536718
78, 190.348000, 5.508731
79, 228.306000, 4.592853
80, 133.224000, 7.870774
81, 210.154000, 4.989560
82, 136.333000, 7.691285
83, 191.421000, 5.477852
84, 193.591000, 5.416450
85, 226.163000, 4.636373
86, 192.635000, 5.443331
87, 191.234000, 5.483209
88, 191.104000, 5.486939
89, 190.889000, 5.493119
90, 192.626000, 5.443585
91, 204.135000, 5.136679
92, 193.814000, 5.410218
93, 186.558000, 5.620643
94, 191.963000, 5.462386
95, 192.818000, 5.438164
96, 192.686000, 5.441890
97, 211.405000, 4.960034
98, 193.349000, 5.423229
99, 209.577000, 5.003297
