run, time in microseconds, throughput (GB/s)
0, 116.449000, 4.502297
1, 102.363000, 5.121851
2, 99.204000, 5.284948
3, 105.136000, 4.986760
4, 132.898000, 3.945041
5, 108.037000, 4.852856
6, 124.267000, 4.219044
7, 111.335000, 4.709103
8, 123.854000, 4.233113
9, 116.420000, 4.503419
10, 124.608000, 4.207499
11, 112.205000, 4.672590
12, 116.349000, 4.506167
13, 98.300000, 5.333550
14, 112.654000, 4.653967
15, 108.856000, 4.816345
16, 143.836000, 3.645040
17, 135.325000, 3.874288
18, 123.756000, 4.236465
19, 124.557000, 4.209221
20, 127.332000, 4.117488
21, 117.209000, 4.473104
22, 122.989000, 4.262885
23, 121.847000, 4.302839
24, 125.006000, 4.194103
25, 118.902000, 4.409413
26, 117.746000, 4.452703
27, 118.923000, 4.408634
28, 110.271000, 4.754541
29, 127.115000, 4.124517
30, 121.880000, 4.301674
31, 120.719000, 4.343045
32, 113.258000, 4.629148
33, 106.438000, 4.925760
34, 117.647000, 4.456450
35, 130.347000, 4.022248
36, 123.947000, 4.229937
37, 121.191000, 4.326130
38, 119.774000, 4.377311
39, 126.828000, 4.133851
40, 128.880000, 4.068032
41, 110.214000, 4.757000
42, 113.986000, 4.599582
43, 125.724000, 4.170150
44, 127.941000, 4.097889
45, 119.386000, 4.391537
46, 122.072000, 4.294908
47, 109.478000, 4.788980
48, 117.007000, 4.480826
49, 143.947000, 3.642229
50, 142.345000, 3.683220
51, 114.117000, 4.594302
52, 96.640000, 5.425166
53, 97.350000, 5.385598
54, 99.316000, 5.278988
55, 96.620000, 5.426289
56, 98.854000, 5.303660
57, 126.103000, 4.157617
58, 95.872000, 5.468625
59, 127.925000, 4.098401
60, 95.769000, 5.474506
61, 96.157000, 5.452416
62, 96.152000, 5.452700
63, 94.336000, 5.557666
64, 94.961000, 5.521088
65, 99.932000, 5.246448
66, 97.576000, 5.373125
67, 99.520000, 5.268167
68, 96.622000, 5.426176
69, 96.901000, 5.410553
70, 97.307000, 5.387978
71, 123.511000, 4.244869
72, 97.498000, 5.377423
73, 95.609000, 5.483668
74, 98.709000, 5.311451
75, 96.828000, 5.414632
76, 101.936000, 5.143306
77, 102.123000, 5.133888
78, 99.502000, 5.269120
79, 104.869000, 4.999456
80, 100.345000, 5.224854
81, 90.667000, 5.782567
82, 107.954000, 4.856587
83, 100.635000, 5.209798
84, 103.463000, 5.067396
85, 133.202000, 3.936037
86, 119.747000, 4.378298
87, 104.319000, 5.025815
88, 103.446000, 5.068229
89, 122.124000, 4.293079
90, 124.354000, 4.216093
91, 121.201000, 4.325773
92, 115.718000, 4.530739
93, 122.176000, 4.291252
94, 116.784000, 4.489382
95, 118.951000, 4.407596
96, 115.680000, 4.532227
97, 122.759000, 4.270872
98, 124.632000, 4.206688
99, 122.637000, 4.275121
