run, time in microseconds, throughput (GB/s)
0, 542.741000, 7.728003
1, 617.019000, 6.797690
2, 523.557000, 8.011170
3, 467.454000, 8.972656
4, 461.578000, 9.086880
5, 462.707000, 9.064708
6, 470.483000, 8.914890
7, 467.782000, 8.966365
8, 493.065000, 8.506594
9, 494.285000, 8.485598
10, 468.322000, 8.956026
11, 490.372000, 8.553311
12, 509.585000, 8.230823
13, 495.170000, 8.470432
14, 491.859000, 8.527452
15, 501.925000, 8.356436
16, 497.071000, 8.438038
17, 504.790000, 8.309008
18, 502.414000, 8.348302
19, 502.180000, 8.352192
20, 509.003000, 8.240234
21, 494.422000, 8.483247
22, 496.338000, 8.450499
23, 519.382000, 8.075567
24, 497.538000, 8.430118
25, 510.620000, 8.214140
26, 498.272000, 8.417700
27, 489.859000, 8.562268
28, 491.159000, 8.539605
29, 498.674000, 8.410914
30, 496.706000, 8.444239
31, 500.252000, 8.384382
32, 494.729000, 8.477983
33, 505.159000, 8.302938
34, 494.264000, 8.485959
35, 495.691000, 8.461529
36, 498.190000, 8.419085
37, 536.925000, 7.811713
38, 495.480000, 8.465133
39, 503.387000, 8.332166
40, 499.216000, 8.401782
41, 498.292000, 8.417362
42, 508.224000, 8.252865
43, 499.491000, 8.397156
44, 499.901000, 8.390269
45, 488.113000, 8.592895
46, 499.207000, 8.401933
47, 501.384000, 8.365452
48, 499.700000, 8.393644
49, 516.446000, 8.121476
50, 497.391000, 8.432609
51, 495.026000, 8.472896
52, 498.151000, 8.419744
53, 517.311000, 8.107896
54, 469.397000, 8.935515
55, 494.845000, 8.475996
56, 471.227000, 8.900814
57, 489.717000, 8.564751
58, 480.907000, 8.721653
59, 490.819000, 8.545521
60, 472.086000, 8.884618
61, 486.885000, 8.614568
62, 478.979000, 8.756760
63, 494.010000, 8.490322
64, 478.371000, 8.767889
65, 436.898000, 9.600190
66, 424.150000, 9.888728
67, 486.876000, 8.614727
68, 475.032000, 8.829519
69, 491.518000, 8.533368
70, 477.112000, 8.791026
71, 487.037000, 8.611880
72, 477.431000, 8.785152
73, 484.182000, 8.662660
74, 497.156000, 8.436595
75, 474.044000, 8.847921
76, 491.918000, 8.526429
77, 477.228000, 8.788889
78, 516.521000, 8.120297
79, 476.153000, 8.808732
80, 485.259000, 8.643434
81, 473.129000, 8.865033
82, 495.007000, 8.473222
83, 479.387000, 8.749307
84, 495.726000, 8.460932
85, 475.733000, 8.816508
86, 487.136000, 8.610129
87, 474.767000, 8.834447
88, 492.178000, 8.521925
89, 467.762000, 8.966748
90, 492.250000, 8.520679
91, 471.234000, 8.900682
92, 484.270000, 8.661086
93, 486.302000, 8.624896
94, 491.623000, 8.531546
95, 460.208000, 9.113931
96, 487.194000, 8.609104
97, 483.756000, 8.670288
98, 513.107000, 8.174326
99, 475.784000, 8.815563
