run, time in microseconds, throughput (GB/s)
0, 190.177000, 5.513685
1, 216.379000, 4.846016
2, 159.008000, 6.594486
3, 159.483000, 6.574845
4, 148.337000, 7.068877
5, 148.993000, 7.037753
6, 170.004000, 6.167949
7, 157.076000, 6.675597
8, 188.307000, 5.568439
9, 152.397000, 6.880555
10, 167.196000, 6.271538
11, 171.544000, 6.112578
12, 167.010000, 6.278522
13, 164.681000, 6.367316
14, 168.642000, 6.217763
15, 154.963000, 6.766622
16, 167.852000, 6.247027
17, 167.299000, 6.267676
18, 160.464000, 6.534650
19, 200.450000, 5.231110
20, 157.886000, 6.641349
21, 149.997000, 6.990646
22, 159.905000, 6.557494
23, 150.663000, 6.959745
24, 216.399000, 4.845568
25, 220.937000, 4.746041
26, 244.150000, 4.294802
27, 230.801000, 4.543204
28, 185.881000, 5.641114
29, 230.611000, 4.546947
30, 179.596000, 5.838526
31, 219.629000, 4.774306
32, 240.754000, 4.355384
33, 160.184000, 6.546072
34, 232.329000, 4.513324
35, 227.436000, 4.610422
36, 236.263000, 4.438173
37, 164.256000, 6.383791
38, 238.826000, 4.390544
39, 228.563000, 4.587689
40, 240.274000, 4.364084
41, 158.888000, 6.599466
42, 243.461000, 4.306957
43, 172.918000, 6.064007
44, 176.322000, 5.946938
45, 246.926000, 4.246519
46, 177.872000, 5.895116
47, 233.748000, 4.485925
48, 181.649000, 5.772539
49, 160.209000, 6.545051
50, 183.452000, 5.715806
51, 175.738000, 5.966700
52, 159.500000, 6.574144
53, 106.993000, 9.800417
54, 204.116000, 5.137157
55, 102.588000, 10.221234
56, 159.958000, 6.555321
57, 105.456000, 9.943256
58, 164.379000, 6.379014
59, 108.657000, 9.650331
60, 170.973000, 6.132992
61, 106.041000, 9.888402
62, 160.329000, 6.540152
63, 110.203000, 9.514950
64, 155.846000, 6.728283
65, 105.904000, 9.901194
66, 155.995000, 6.721856
67, 107.568000, 9.748029
68, 160.801000, 6.520954
69, 106.483000, 9.847356
70, 166.204000, 6.308970
71, 108.178000, 9.693061
72, 435.418000, 2.408205
73, 129.847000, 8.075473
74, 166.842000, 6.284844
75, 126.995000, 8.256829
76, 161.358000, 6.498444
77, 129.886000, 8.073049
78, 173.185000, 6.054658
79, 134.320000, 7.806552
80, 163.165000, 6.426476
81, 129.261000, 8.112083
82, 176.297000, 5.947781
83, 128.185000, 8.180177
84, 165.940000, 6.319007
85, 129.784000, 8.079393
86, 167.204000, 6.271238
87, 130.939000, 8.008126
88, 169.362000, 6.191330
89, 137.304000, 7.636893
90, 175.711000, 5.967617
91, 130.074000, 8.061380
92, 171.590000, 6.110939
93, 130.902000, 8.010389
94, 161.793000, 6.480973
95, 130.928000, 8.008799
96, 172.422000, 6.081451
97, 126.986000, 8.257414
98, 179.372000, 5.845818
99, 134.751000, 7.781582
