run, time in microseconds, throughput (GB/s)
0, 259.815000, 0.063060
1, 264.178000, 0.062019
2, 282.344000, 0.058029
3, 267.872000, 0.061164
4, 260.871000, 0.062805
5, 249.950000, 0.065549
6, 263.868000, 0.062092
7, 266.453000, 0.061489
8, 209.568000, 0.078180
9, 258.571000, 0.063364
10, 269.418000, 0.060813
11, 245.683000, 0.066688
12, 261.682000, 0.062610
13, 273.908000, 0.059816
14, 266.869000, 0.061393
15, 268.490000, 0.061023
16, 266.929000, 0.061380
17, 268.046000, 0.061124
18, 261.391000, 0.062680
19, 270.285000, 0.060617
20, 285.640000, 0.057359
21, 242.297000, 0.067619
22, 269.937000, 0.060696
23, 276.741000, 0.059203
24, 251.274000, 0.065204
25, 290.016000, 0.056493
26, 271.560000, 0.060333
27, 268.107000, 0.061110
28, 266.008000, 0.061592
29, 264.461000, 0.061952
30, 272.189000, 0.060193
31, 275.050000, 0.059567
32, 259.119000, 0.063230
33, 235.735000, 0.069502
34, 266.876000, 0.061392
35, 266.535000, 0.061470
36, 266.814000, 0.061406
37, 273.371000, 0.059933
38, 286.036000, 0.057280
39, 248.005000, 0.066063
40, 254.981000, 0.064256
41, 251.472000, 0.065152
42, 265.796000, 0.061641
43, 267.983000, 0.061138
44, 274.921000, 0.059595
45, 281.399000, 0.058223
46, 240.651000, 0.068082
47, 307.785000, 0.053232
48, 277.055000, 0.059136
49, 275.904000, 0.059383
50, 286.198000, 0.057247
51, 283.533000, 0.057785
52, 270.183000, 0.060640
53, 275.039000, 0.059570
54, 280.456000, 0.058419
55, 256.134000, 0.063967
56, 254.263000, 0.064437
57, 271.867000, 0.060265
58, 270.933000, 0.060473
59, 252.359000, 0.064923
60, 279.464000, 0.058627
61, 276.526000, 0.059249
62, 251.866000, 0.065050
63, 275.747000, 0.059417
64, 270.612000, 0.060544
65, 254.583000, 0.064356
66, 273.009000, 0.060013
67, 253.653000, 0.064592
68, 253.236000, 0.064699
69, 270.483000, 0.060573
70, 265.612000, 0.061684
71, 264.064000, 0.062046
72, 270.887000, 0.060483
73, 274.267000, 0.059737
74, 269.286000, 0.060842
75, 242.650000, 0.067521
76, 252.983000, 0.064763
77, 264.087000, 0.062040
78, 244.150000, 0.067106
79, 268.622000, 0.060993
80, 275.048000, 0.059568
81, 271.798000, 0.060280
82, 267.530000, 0.061242
83, 257.969000, 0.063512
84, 245.201000, 0.066819
85, 244.589000, 0.066986
86, 269.716000, 0.060745
87, 246.865000, 0.066368
88, 246.078000, 0.066581
89, 266.037000, 0.061585
90, 239.843000, 0.068311
91, 276.746000, 0.059202
92, 263.729000, 0.062124
93, 274.844000, 0.059612
94, 271.624000, 0.060319
95, 280.396000, 0.058432
96, 265.955000, 0.061604
97, 280.833000, 0.058341
98, 275.687000, 0.059430
99, 262.291000, 0.062465
