run, time in microseconds, throughput (GB/s)
0, 81.354000, 3.222263
1, 83.632000, 3.134494
2, 69.008000, 3.798748
3, 77.730000, 3.372495
4, 84.035000, 3.119462
5, 83.696000, 3.132097
6, 72.249000, 3.628341
7, 75.254000, 3.483456
8, 83.164000, 3.152133
9, 83.332000, 3.145778
10, 84.542000, 3.100755
11, 172.118000, 1.523048
12, 82.391000, 3.181707
13, 83.546000, 3.137721
14, 78.748000, 3.328897
15, 82.028000, 3.195787
16, 83.243000, 3.149142
17, 85.386000, 3.070105
18, 74.929000, 3.498565
19, 86.992000, 3.013427
20, 77.710000, 3.373363
21, 82.117000, 3.192323
22, 82.403000, 3.181243
23, 77.076000, 3.401111
24, 81.982000, 3.197580
25, 82.645000, 3.171928
26, 83.579000, 3.136482
27, 83.983000, 3.121394
28, 78.828000, 3.325519
29, 70.018000, 3.743952
30, 92.855000, 2.823154
31, 91.758000, 2.856906
32, 104.531000, 2.507811
33, 94.510000, 2.773717
34, 98.929000, 2.649820
35, 95.405000, 2.747697
36, 95.842000, 2.735168
37, 96.701000, 2.710872
38, 93.964000, 2.789834
39, 98.635000, 2.657718
40, 90.850000, 2.885460
41, 75.264000, 3.482993
42, 88.578000, 2.959471
43, 96.209000, 2.724735
44, 86.861000, 3.017971
45, 93.366000, 2.807703
46, 104.265000, 2.514209
47, 91.067000, 2.878584
48, 92.375000, 2.837824
49, 88.629000, 2.957768
50, 90.893000, 2.884094
51, 89.721000, 2.921769
52, 89.123000, 2.941373
53, 91.066000, 2.878616
54, 95.295000, 2.750868
55, 91.242000, 2.873063
56, 94.375000, 2.777685
57, 98.230000, 2.668676
58, 95.178000, 2.754250
59, 96.531000, 2.715646
60, 97.316000, 2.693740
61, 97.397000, 2.691500
62, 92.866000, 2.822820
63, 94.888000, 2.762668
64, 188.251000, 1.392524
65, 83.918000, 3.123811
66, 85.127000, 3.079446
67, 87.663000, 2.990361
68, 84.530000, 3.101195
69, 85.943000, 3.050208
70, 85.582000, 3.063074
71, 93.113000, 2.815332
72, 87.773000, 2.986613
73, 83.433000, 3.141970
74, 85.602000, 3.062358
75, 98.275000, 2.667454
76, 86.301000, 3.037555
77, 90.565000, 2.894540
78, 92.348000, 2.838654
79, 92.393000, 2.837271
80, 86.127000, 3.043691
81, 83.493000, 3.139712
82, 91.560000, 2.863084
83, 87.201000, 3.006204
84, 90.765000, 2.888162
85, 92.332000, 2.839146
86, 86.814000, 3.019605
87, 88.269000, 2.969831
88, 96.648000, 2.712358
89, 84.879000, 3.088444
90, 88.953000, 2.946994
91, 102.960000, 2.546076
92, 93.662000, 2.798830
93, 90.946000, 2.882414
94, 81.041000, 3.234708
95, 77.328000, 3.390027
96, 78.611000, 3.334699
97, 79.002000, 3.318194
98, 80.515000, 3.255841
99, 78.569000, 3.336481
