run, time in microseconds, throughput (GB/s)
0, 59.444000, 4.409932
1, 71.056000, 3.689259
2, 73.015000, 3.590276
3, 71.167000, 3.683505
4, 80.325000, 3.263542
5, 72.599000, 3.610849
6, 92.029000, 2.848493
7, 63.711000, 4.114580
8, 58.420000, 4.487230
9, 58.456000, 4.484467
10, 76.841000, 3.411512
11, 68.495000, 3.827199
12, 88.077000, 2.976305
13, 58.243000, 4.500867
14, 88.671000, 2.956367
15, 71.975000, 3.642154
16, 87.692000, 2.989372
17, 50.015000, 5.241308
18, 88.291000, 2.969091
19, 80.349000, 3.262567
20, 71.251000, 3.679162
21, 68.023000, 3.853755
22, 77.681000, 3.374622
23, 71.273000, 3.678027
24, 75.483000, 3.472888
25, 76.659000, 3.419612
26, 67.200000, 3.900952
27, 89.682000, 2.923039
28, 69.665000, 3.762923
29, 63.876000, 4.103951
30, 86.060000, 3.046061
31, 63.801000, 4.108776
32, 72.680000, 3.606824
33, 84.724000, 3.094094
34, 61.668000, 4.250892
35, 87.457000, 2.997404
36, 78.031000, 3.359485
37, 61.201000, 4.283329
38, 66.810000, 3.923724
39, 83.089000, 3.154978
40, 69.992000, 3.745342
41, 82.828000, 3.164920
42, 58.512000, 4.480175
43, 78.260000, 3.349655
44, 70.097000, 3.739732
45, 67.120000, 3.905602
46, 67.686000, 3.872943
47, 83.607000, 3.135431
48, 65.003000, 4.032798
49, 83.078000, 3.155396
50, 57.431000, 4.564503
51, 79.497000, 3.297533
52, 60.586000, 4.326808
53, 65.787000, 3.984739
54, 86.157000, 3.042631
55, 85.440000, 3.068165
56, 83.456000, 3.141104
57, 60.353000, 4.343512
58, 82.045000, 3.195125
59, 69.391000, 3.777781
60, 79.891000, 3.281271
61, 62.903000, 4.167432
62, 79.345000, 3.303850
63, 79.397000, 3.301686
64, 70.201000, 3.734192
65, 70.324000, 3.727661
66, 86.116000, 3.044080
67, 60.314000, 4.346321
68, 71.842000, 3.648896
69, 94.173000, 2.783643
70, 85.194000, 3.077024
71, 60.647000, 4.322456
72, 79.506000, 3.297160
73, 69.575000, 3.767790
74, 76.222000, 3.439217
75, 135.126000, 1.939997
76, 71.834000, 3.649303
77, 56.403000, 4.647696
78, 69.023000, 3.797922
79, 78.508000, 3.339074
80, 84.470000, 3.103398
81, 64.987000, 4.033791
82, 65.307000, 4.014026
83, 86.107000, 3.044398
84, 55.831000, 4.695313
85, 75.327000, 3.480080
86, 68.767000, 3.812061
87, 56.229000, 4.662078
88, 66.544000, 3.939409
89, 55.304000, 4.740055
90, 76.678000, 3.418764
91, 70.068000, 3.741280
92, 56.467000, 4.642428
93, 85.290000, 3.073561
94, 70.197000, 3.734405
95, 89.228000, 2.937912
96, 69.699000, 3.761087
97, 63.902000, 4.102282
98, 65.839000, 3.981591
99, 68.095000, 3.849681
