run, time in microseconds, throughput (GB/s)
0, 65.363000, 0.250662
1, 56.577000, 0.289588
2, 62.583000, 0.261796
3, 52.289000, 0.313336
4, 51.836000, 0.316074
5, 67.514000, 0.242676
6, 52.409000, 0.312618
7, 62.986000, 0.260121
8, 48.937000, 0.334798
9, 66.364000, 0.246881
10, 63.819000, 0.256726
11, 52.099000, 0.314478
12, 49.102000, 0.333673
13, 59.452000, 0.275584
14, 53.932000, 0.303790
15, 49.155000, 0.333313
16, 64.688000, 0.253277
17, 52.870000, 0.309892
18, 59.966000, 0.273221
19, 49.890000, 0.328402
20, 65.860000, 0.248770
21, 51.178000, 0.320138
22, 60.357000, 0.271452
23, 52.960000, 0.309366
24, 51.430000, 0.318569
25, 45.045000, 0.363725
26, 55.013000, 0.297821
27, 59.726000, 0.274319
28, 65.909000, 0.248585
29, 69.620000, 0.235335
30, 65.229000, 0.251177
31, 44.328000, 0.369608
32, 47.271000, 0.346597
33, 68.745000, 0.238330
34, 46.458000, 0.352663
35, 51.747000, 0.316617
36, 65.005000, 0.252042
37, 66.026000, 0.248145
38, 61.217000, 0.267638
39, 67.538000, 0.242589
40, 64.316000, 0.254742
41, 50.866000, 0.322101
42, 80.827000, 0.202705
43, 66.204000, 0.247477
44, 65.056000, 0.251845
45, 77.762000, 0.210694
46, 31.490000, 0.520292
47, 65.782000, 0.249065
48, 47.201000, 0.347111
49, 59.356000, 0.276029
50, 60.929000, 0.268903
51, 62.396000, 0.262581
52, 61.787000, 0.265169
53, 48.862000, 0.335312
54, 68.174000, 0.240326
55, 76.471000, 0.214251
56, 64.026000, 0.255896
57, 64.552000, 0.253811
58, 83.917000, 0.195241
59, 67.725000, 0.241920
60, 72.174000, 0.227007
61, 61.097000, 0.268164
62, 63.209000, 0.259204
63, 68.714000, 0.238438
64, 62.904000, 0.260460
65, 64.669000, 0.253352
66, 65.766000, 0.249126
67, 38.460000, 0.426001
68, 35.004000, 0.468061
69, 63.474000, 0.258121
70, 34.375000, 0.476625
71, 79.549000, 0.205961
72, 37.690000, 0.434704
73, 63.658000, 0.257375
74, 44.732000, 0.366270
75, 31.803000, 0.515172
76, 66.431000, 0.246632
77, 33.845000, 0.484089
78, 67.721000, 0.241934
79, 18.441000, 0.888455
80, 34.493000, 0.474995
81, 33.584000, 0.487851
82, 30.420000, 0.538593
83, 28.618000, 0.572507
84, 34.039000, 0.481330
85, 35.794000, 0.457730
86, 35.680000, 0.459193
87, 32.675000, 0.501423
88, 53.049000, 0.308847
89, 38.472000, 0.425868
90, 32.076000, 0.510787
91, 30.361000, 0.539640
92, 33.405000, 0.490465
93, 32.257000, 0.507921
94, 29.994000, 0.546243
95, 33.604000, 0.487561
96, 38.924000, 0.420923
97, 32.869000, 0.498464
98, 24.775000, 0.661312
99, 30.974000, 0.528960
