run, time in microseconds, throughput (GB/s)
0, 1047.037000, 0.500735
1, 1033.342000, 0.507371
2, 1008.720000, 0.519756
3, 1003.335000, 0.522545
4, 1055.416000, 0.496760
5, 977.608000, 0.536297
6, 1012.875000, 0.517624
7, 1046.631000, 0.500929
8, 993.939000, 0.527485
9, 1022.793000, 0.512604
10, 1035.697000, 0.506218
11, 1013.850000, 0.517126
12, 1014.361000, 0.516865
13, 1037.073000, 0.505546
14, 1014.808000, 0.516638
15, 999.688000, 0.524452
16, 1028.703000, 0.509659
17, 993.724000, 0.527599
18, 997.674000, 0.525510
19, 1042.797000, 0.502771
20, 1029.748000, 0.509142
21, 1126.538000, 0.465398
22, 995.755000, 0.526523
23, 1030.531000, 0.508755
24, 1027.706000, 0.510154
25, 994.200000, 0.527347
26, 1053.813000, 0.497515
27, 1034.776000, 0.506668
28, 997.433000, 0.525637
29, 1050.628000, 0.499023
30, 1015.447000, 0.516313
31, 1008.026000, 0.520114
32, 1028.692000, 0.509665
33, 1028.078000, 0.509969
34, 999.732000, 0.524429
35, 1044.945000, 0.501737
36, 1033.622000, 0.507234
37, 1025.784000, 0.511110
38, 1045.951000, 0.501255
39, 1034.946000, 0.506585
40, 1075.574000, 0.487449
41, 1014.074000, 0.517012
42, 1001.979000, 0.523252
43, 1028.426000, 0.509797
44, 1030.391000, 0.508824
45, 1032.192000, 0.507937
46, 1002.926000, 0.522758
47, 1023.551000, 0.512225
48, 1024.293000, 0.511854
49, 1006.769000, 0.520763
50, 1026.249000, 0.510878
51, 1014.180000, 0.516958
52, 1020.578000, 0.513717
53, 1030.778000, 0.508633
54, 1035.990000, 0.506074
55, 1016.612000, 0.515721
56, 1022.033000, 0.512985
57, 1004.212000, 0.522089
58, 1029.672000, 0.509180
59, 1013.838000, 0.517132
60, 1020.902000, 0.513554
61, 1002.587000, 0.522935
62, 1027.029000, 0.510490
63, 1017.263000, 0.515391
64, 1020.996000, 0.513506
65, 1023.407000, 0.512297
66, 1011.274000, 0.518443
67, 1005.148000, 0.521603
68, 1025.900000, 0.511052
69, 1022.776000, 0.512613
70, 1019.675000, 0.514172
71, 1012.052000, 0.518045
72, 1033.480000, 0.507303
73, 1020.250000, 0.513882
74, 1018.300000, 0.514866
75, 1032.585000, 0.507743
76, 1040.713000, 0.503778
77, 1022.494000, 0.512754
78, 1004.334000, 0.522026
79, 1009.925000, 0.519136
80, 1026.109000, 0.510948
81, 1012.370000, 0.517882
82, 1016.895000, 0.515577
83, 1020.581000, 0.513715
84, 1022.329000, 0.512837
85, 1012.960000, 0.517580
86, 1029.278000, 0.509375
87, 1030.184000, 0.508927
88, 1020.463000, 0.513775
89, 1023.882000, 0.512059
90, 1026.964000, 0.510522
91, 1023.798000, 0.512101
92, 1094.473000, 0.479032
93, 1075.873000, 0.487314
94, 1065.052000, 0.492265
95, 1073.276000, 0.488493
96, 1057.781000, 0.495649
97, 1054.686000, 0.497103
98, 1072.344000, 0.488918
99, 1068.437000, 0.490706
