run, time in microseconds, throughput (GB/s)
0, 184.684000, 5.677676
1, 161.152000, 6.506751
2, 153.201000, 6.844446
3, 154.112000, 6.803987
4, 152.501000, 6.875863
5, 169.183000, 6.197880
6, 155.819000, 6.729449
7, 169.192000, 6.197551
8, 151.848000, 6.905432
9, 146.655000, 7.149951
10, 152.161000, 6.891227
11, 154.301000, 6.795653
12, 153.719000, 6.821382
13, 152.205000, 6.889235
14, 143.573000, 7.303434
15, 155.560000, 6.740653
16, 153.066000, 6.850483
17, 154.720000, 6.777249
18, 154.185000, 6.800765
19, 153.819000, 6.816947
20, 153.365000, 6.837127
21, 154.966000, 6.766491
22, 154.028000, 6.807697
23, 154.222000, 6.799134
24, 153.171000, 6.845787
25, 152.011000, 6.898027
26, 161.202000, 6.504733
27, 160.686000, 6.525621
28, 151.402000, 6.925774
29, 153.840000, 6.816017
30, 151.683000, 6.912943
31, 154.400000, 6.791295
32, 152.868000, 6.859356
33, 153.756000, 6.819740
34, 156.421000, 6.703550
35, 184.141000, 5.694419
36, 178.887000, 5.861667
37, 177.071000, 5.921783
38, 187.900000, 5.580500
39, 175.547000, 5.973192
40, 176.693000, 5.934451
41, 180.915000, 5.795959
42, 161.325000, 6.499774
43, 172.533000, 6.077539
44, 177.386000, 5.911267
45, 179.677000, 5.835894
46, 170.512000, 6.149573
47, 169.964000, 6.169401
48, 168.719000, 6.214925
49, 194.264000, 5.397686
50, 170.014000, 6.167586
51, 164.907000, 6.358590
52, 185.075000, 5.665681
53, 183.129000, 5.725887
54, 181.819000, 5.767142
55, 193.420000, 5.421239
56, 180.172000, 5.819861
57, 181.853000, 5.766064
58, 196.058000, 5.348295
59, 167.482000, 6.260828
60, 179.049000, 5.856363
61, 180.329000, 5.814794
62, 180.487000, 5.809704
63, 179.037000, 5.856756
64, 179.592000, 5.838657
65, 182.750000, 5.737762
66, 183.159000, 5.724949
67, 170.471000, 6.151052
68, 176.359000, 5.945690
69, 169.477000, 6.187129
70, 178.585000, 5.871579
71, 163.341000, 6.419552
72, 156.057000, 6.719186
73, 168.955000, 6.206244
74, 170.492000, 6.150294
75, 172.716000, 6.071099
76, 120.742000, 8.684435
77, 123.524000, 8.488844
78, 150.537000, 6.965570
79, 148.508000, 7.060737
80, 189.893000, 5.521931
81, 211.959000, 4.947070
82, 160.767000, 6.522334
83, 160.962000, 6.514432
84, 159.733000, 6.564555
85, 128.933000, 8.132720
86, 164.522000, 6.373470
87, 160.586000, 6.529685
88, 160.928000, 6.515808
89, 162.723000, 6.443932
90, 165.726000, 6.327167
91, 160.254000, 6.543213
92, 130.151000, 8.056611
93, 160.023000, 6.552658
94, 158.286000, 6.624566
95, 160.404000, 6.537094
96, 160.587000, 6.529644
97, 166.068000, 6.314136
98, 160.651000, 6.527043
99, 163.763000, 6.403009
