run, time in microseconds, throughput (GB/s)
0, 328.153000, 3.195388
1, 227.634000, 4.606412
2, 212.830000, 4.926824
3, 220.897000, 4.746900
4, 206.559000, 5.076399
5, 222.519000, 4.712299
6, 208.277000, 5.034526
7, 211.653000, 4.954222
8, 233.902000, 4.482972
9, 208.913000, 5.019199
10, 206.411000, 5.080039
11, 215.416000, 4.867679
12, 203.228000, 5.159604
13, 218.880000, 4.790643
14, 200.020000, 5.242356
15, 161.952000, 6.474610
16, 158.869000, 6.600256
17, 182.048000, 5.759888
18, 257.885000, 4.066060
19, 186.132000, 5.633507
20, 187.781000, 5.584037
21, 197.534000, 5.308332
22, 186.421000, 5.624774
23, 165.542000, 6.334199
24, 263.952000, 3.972601
25, 214.567000, 4.886940
26, 251.881000, 4.162982
27, 214.655000, 4.884936
28, 254.760000, 4.115937
29, 213.492000, 4.911547
30, 279.831000, 3.747176
31, 215.911000, 4.856520
32, 238.560000, 4.395439
33, 243.815000, 4.300703
34, 250.318000, 4.188976
35, 243.725000, 4.302292
36, 281.212000, 3.728774
37, 246.675000, 4.250840
38, 244.633000, 4.286323
39, 243.958000, 4.298182
40, 248.124000, 4.226016
41, 223.252000, 4.696827
42, 249.065000, 4.210050
43, 241.931000, 4.334194
44, 267.020000, 3.926957
45, 246.841000, 4.247981
46, 656.998000, 1.596011
47, 253.574000, 4.135187
48, 218.479000, 4.799436
49, 248.715000, 4.215974
50, 212.726000, 4.929233
51, 229.442000, 4.570114
52, 220.118000, 4.763699
53, 260.042000, 4.032333
54, 201.869000, 5.194339
55, 253.099000, 4.142948
56, 262.405000, 3.996021
57, 258.643000, 4.054144
58, 197.119000, 5.319508
59, 253.059000, 4.143603
60, 254.823000, 4.114919
61, 203.304000, 5.157675
62, 264.969000, 3.957354
63, 205.978000, 5.090718
64, 256.179000, 4.093138
65, 223.206000, 4.697795
66, 198.521000, 5.281940
67, 222.035000, 4.722571
68, 197.665000, 5.304814
69, 223.435000, 4.692980
70, 190.394000, 5.507400
71, 222.976000, 4.702641
72, 207.854000, 5.044772
73, 225.709000, 4.645699
74, 196.799000, 5.328157
75, 203.483000, 5.153138
76, 255.870000, 4.098081
77, 205.534000, 5.101716
78, 208.608000, 5.026538
79, 201.940000, 5.192513
80, 200.661000, 5.225609
81, 198.858000, 5.272989
82, 196.108000, 5.346931
83, 203.653000, 5.148837
84, 195.281000, 5.369575
85, 217.794000, 4.814531
86, 197.080000, 5.320560
87, 211.135000, 4.966377
88, 195.102000, 5.374502
89, 198.543000, 5.281355
90, 272.750000, 3.844458
91, 201.091000, 5.214435
92, 258.375000, 4.058349
93, 203.906000, 5.142448
94, 198.266000, 5.288733
95, 256.452000, 4.088781
96, 196.741000, 5.329728
97, 264.285000, 3.967596
98, 198.603000, 5.279759
99, 216.366000, 4.846307
