run, time in microseconds, throughput (GB/s)
0, 1592.077000, 0.164655
1, 1531.656000, 0.171151
2, 1594.223000, 0.164434
3, 1536.736000, 0.170585
4, 1527.809000, 0.171582
5, 1587.507000, 0.165129
6, 1526.872000, 0.171687
7, 1586.843000, 0.165198
8, 1591.255000, 0.164740
9, 1583.987000, 0.165496
10, 1585.395000, 0.165349
11, 1524.809000, 0.171919
12, 1591.435000, 0.164722
13, 1587.502000, 0.165130
14, 1586.230000, 0.165262
15, 1604.598000, 0.163371
16, 1598.291000, 0.164015
17, 1593.830000, 0.164474
18, 1588.218000, 0.165055
19, 1589.536000, 0.164919
20, 1600.840000, 0.163754
21, 1589.532000, 0.164919
22, 1517.952000, 0.172696
23, 1598.499000, 0.163994
24, 1593.304000, 0.164529
25, 1583.920000, 0.165503
26, 1588.081000, 0.165070
27, 1582.685000, 0.165632
28, 1522.475000, 0.172183
29, 1543.724000, 0.169813
30, 1595.908000, 0.164260
31, 1587.572000, 0.165123
32, 1586.268000, 0.165258
33, 1584.417000, 0.165451
34, 1543.236000, 0.169866
35, 1532.460000, 0.171061
36, 1596.894000, 0.164159
37, 1540.436000, 0.170175
38, 1604.363000, 0.163394
39, 1537.550000, 0.170495
40, 1587.830000, 0.165096
41, 1531.217000, 0.171200
42, 1591.243000, 0.164742
43, 1603.057000, 0.163528
44, 1584.937000, 0.165397
45, 1535.029000, 0.170775
46, 1511.179000, 0.173470
47, 1550.630000, 0.169056
48, 1539.100000, 0.170323
49, 1588.578000, 0.165018
50, 1590.902000, 0.164777
51, 1555.641000, 0.168512
52, 1529.108000, 0.171436
53, 1619.624000, 0.161855
54, 1584.404000, 0.165453
55, 1591.363000, 0.164729
56, 1596.737000, 0.164175
57, 1517.836000, 0.172709
58, 1529.849000, 0.171353
59, 1515.373000, 0.172990
60, 1589.983000, 0.164872
61, 1537.946000, 0.170451
62, 1517.396000, 0.172759
63, 1503.843000, 0.174316
64, 1587.665000, 0.165113
65, 1505.514000, 0.174123
66, 1519.294000, 0.172543
67, 1508.203000, 0.173812
68, 1522.196000, 0.172214
69, 1508.090000, 0.173825
70, 1463.473000, 0.179125
71, 1587.575000, 0.165122
72, 1545.308000, 0.169639
73, 1505.684000, 0.174103
74, 1506.402000, 0.174020
75, 1505.873000, 0.174081
76, 1504.716000, 0.174215
77, 1511.421000, 0.173442
78, 1508.381000, 0.173792
79, 1517.292000, 0.172771
80, 1511.223000, 0.173465
81, 1533.649000, 0.170928
82, 1508.861000, 0.173736
83, 1593.051000, 0.164555
84, 1515.447000, 0.172981
85, 1586.013000, 0.165285
86, 1511.825000, 0.173396
87, 1522.221000, 0.172212
88, 1589.649000, 0.164907
89, 1512.006000, 0.173375
90, 1507.236000, 0.173924
91, 1534.688000, 0.170813
92, 1504.303000, 0.174263
93, 1511.417000, 0.173443
94, 1594.268000, 0.164429
95, 1584.340000, 0.165459
96, 1507.489000, 0.173894
97, 1507.241000, 0.173923
98, 1509.561000, 0.173656
99, 1585.570000, 0.165331
