run, time in microseconds, throughput (GB/s)
0, 214.561000, 2.443538
1, 158.171000, 3.314691
2, 165.166000, 3.174309
3, 160.301000, 3.270647
4, 168.112000, 3.118683
5, 161.031000, 3.255820
6, 159.244000, 3.292356
7, 161.156000, 3.253295
8, 160.439000, 3.267834
9, 165.285000, 3.172024
10, 144.386000, 3.631155
11, 159.589000, 3.285239
12, 143.245000, 3.660079
13, 160.347000, 3.269709
14, 154.233000, 3.399324
15, 158.575000, 3.306246
16, 154.536000, 3.392659
17, 155.864000, 3.363753
18, 151.186000, 3.467834
19, 160.927000, 3.257924
20, 159.765000, 3.281620
21, 161.214000, 3.252125
22, 140.507000, 3.731401
23, 163.229000, 3.211978
24, 159.233000, 3.292584
25, 219.326000, 2.390451
26, 145.521000, 3.602834
27, 161.404000, 3.248296
28, 144.863000, 3.619199
29, 151.528000, 3.460007
30, 171.902000, 3.049924
31, 148.031000, 3.541745
32, 187.713000, 2.793030
33, 152.629000, 3.435048
34, 150.743000, 3.478026
35, 145.938000, 3.592539
36, 152.345000, 3.441452
37, 162.481000, 3.226765
38, 164.410000, 3.188906
39, 132.970000, 3.942904
40, 147.358000, 3.557920
41, 130.189000, 4.027130
42, 157.704000, 3.324507
43, 153.813000, 3.408607
44, 131.659000, 3.982166
45, 131.397000, 3.990106
46, 130.686000, 4.011815
47, 146.153000, 3.587254
48, 146.743000, 3.572831
49, 149.608000, 3.504412
50, 154.611000, 3.391014
51, 143.829000, 3.645218
52, 150.308000, 3.488091
53, 154.197000, 3.400118
54, 149.759000, 3.500878
55, 156.324000, 3.353855
56, 153.462000, 3.416403
57, 155.059000, 3.381216
58, 155.563000, 3.370262
59, 148.198000, 3.537754
60, 153.132000, 3.423765
61, 155.030000, 3.381849
62, 158.098000, 3.316222
63, 156.876000, 3.342054
64, 151.855000, 3.452557
65, 152.942000, 3.428018
66, 153.844000, 3.407920
67, 158.641000, 3.304871
68, 128.127000, 4.091940
69, 131.993000, 3.972089
70, 153.672000, 3.411734
71, 131.800000, 3.977906
72, 145.644000, 3.599791
73, 133.716000, 3.920907
74, 132.859000, 3.946199
75, 131.776000, 3.978630
76, 128.939000, 4.066171
77, 131.568000, 3.984920
78, 148.092000, 3.540286
79, 131.052000, 4.000610
80, 146.112000, 3.588261
81, 128.611000, 4.076541
82, 128.547000, 4.078570
83, 130.862000, 4.006419
84, 150.305000, 3.488161
85, 130.119000, 4.029296
86, 150.367000, 3.486722
87, 152.363000, 3.441045
88, 148.875000, 3.521666
89, 128.963000, 4.065414
90, 134.939000, 3.885370
91, 145.479000, 3.603874
92, 146.310000, 3.583405
93, 132.797000, 3.948041
94, 138.276000, 3.791605
95, 154.035000, 3.403694
96, 131.694000, 3.981108
97, 130.156000, 4.028151
98, 134.846000, 3.888050
99, 142.651000, 3.675319
