run, time in microseconds, throughput (GB/s)
0, 346.769000, 6.047692
1, 341.870000, 6.134355
2, 349.757000, 5.996026
3, 340.922000, 6.151413
4, 290.359000, 7.222618
5, 341.543000, 6.140228
6, 296.917000, 7.063092
7, 338.981000, 6.186636
8, 344.428000, 6.088796
9, 344.585000, 6.086022
10, 344.896000, 6.080534
11, 292.350000, 7.173429
12, 304.609000, 6.884734
13, 342.178000, 6.128834
14, 336.494000, 6.232361
15, 286.747000, 7.313597
16, 295.025000, 7.108387
17, 341.270000, 6.145140
18, 338.690000, 6.191951
19, 285.972000, 7.333417
20, 299.512000, 7.001896
21, 342.709000, 6.119337
22, 344.841000, 6.081504
23, 343.777000, 6.100327
24, 323.804000, 6.476609
25, 323.960000, 6.473491
26, 322.019000, 6.512510
27, 291.571000, 7.192595
28, 317.661000, 6.601855
29, 322.449000, 6.503825
30, 417.676000, 5.021002
31, 344.251000, 6.091927
32, 318.559000, 6.583245
33, 325.075000, 6.451287
34, 325.292000, 6.446983
35, 323.241000, 6.487890
36, 276.332000, 7.589248
37, 319.945000, 6.554727
38, 343.884000, 6.098429
39, 268.610000, 7.807423
40, 272.776000, 7.688184
41, 557.208000, 3.763679
42, 305.125000, 6.873091
43, 289.804000, 7.236449
44, 329.548000, 6.363722
45, 265.500000, 7.898878
46, 299.689000, 6.997761
47, 263.620000, 7.955208
48, 296.816000, 7.065495
49, 262.008000, 8.004153
50, 298.562000, 7.024176
51, 266.287000, 7.875533
52, 255.083000, 8.221449
53, 262.578000, 7.986777
54, 299.119000, 7.011096
55, 248.766000, 8.430220
56, 295.838000, 7.088853
57, 263.609000, 7.955540
58, 311.715000, 6.727787
59, 266.525000, 7.868500
60, 256.040000, 8.190720
61, 265.618000, 7.895369
62, 296.629000, 7.069949
63, 255.944000, 8.193792
64, 303.502000, 6.909846
65, 265.789000, 7.890289
66, 298.480000, 7.026106
67, 266.232000, 7.877160
68, 300.767000, 6.972680
69, 269.358000, 7.785742
70, 303.794000, 6.903204
71, 264.641000, 7.924517
72, 301.001000, 6.967259
73, 264.766000, 7.920775
74, 260.536000, 8.049375
75, 266.246000, 7.876746
76, 304.959000, 6.876833
77, 263.480000, 7.959435
78, 296.201000, 7.080165
79, 263.707000, 7.952584
80, 295.691000, 7.092377
81, 266.711000, 7.863013
82, 300.397000, 6.981268
83, 263.313000, 7.964483
84, 293.034000, 7.156685
85, 263.196000, 7.968024
86, 297.583000, 7.047284
87, 263.765000, 7.950835
88, 256.952000, 8.161649
89, 264.559000, 7.926973
90, 250.567000, 8.369626
91, 263.283000, 7.965391
92, 279.118000, 7.513496
93, 220.175000, 9.524932
94, 274.661000, 7.635420
95, 223.024000, 9.403257
96, 331.601000, 6.324324
97, 220.049000, 9.530386
98, 320.035000, 6.552883
99, 221.144000, 9.483196
