run, time in microseconds, throughput (GB/s)
0, 204.853000, 0.319917
1, 227.331000, 0.288284
2, 240.100000, 0.272953
3, 230.776000, 0.283981
4, 234.020000, 0.280044
5, 244.835000, 0.267674
6, 229.679000, 0.285337
7, 218.513000, 0.299918
8, 239.352000, 0.273806
9, 221.487000, 0.295891
10, 235.974000, 0.277726
11, 234.061000, 0.279995
12, 239.342000, 0.273817
13, 222.194000, 0.294949
14, 235.926000, 0.277782
15, 225.845000, 0.290181
16, 210.820000, 0.310862
17, 209.375000, 0.313008
18, 222.154000, 0.295003
19, 201.746000, 0.324844
20, 185.458000, 0.353374
21, 191.385000, 0.342430
22, 186.051000, 0.352248
23, 233.477000, 0.280696
24, 202.715000, 0.323291
25, 187.285000, 0.349927
26, 219.575000, 0.298467
27, 183.694000, 0.356767
28, 190.642000, 0.343765
29, 206.912000, 0.316734
30, 195.241000, 0.335667
31, 188.479000, 0.347710
32, 208.252000, 0.314696
33, 188.023000, 0.348553
34, 183.180000, 0.357768
35, 205.359000, 0.319129
36, 184.807000, 0.354619
37, 183.677000, 0.356800
38, 209.930000, 0.312180
39, 211.916000, 0.309255
40, 189.601000, 0.345652
41, 192.069000, 0.341211
42, 202.328000, 0.323910
43, 205.210000, 0.319361
44, 194.707000, 0.336588
45, 209.370000, 0.313015
46, 206.364000, 0.317575
47, 198.457000, 0.330228
48, 258.898000, 0.253134
49, 214.230000, 0.305914
50, 202.248000, 0.324038
51, 221.791000, 0.295485
52, 278.473000, 0.235341
53, 202.382000, 0.323823
54, 220.170000, 0.297661
55, 217.569000, 0.301219
56, 220.806000, 0.296804
57, 212.052000, 0.309056
58, 201.216000, 0.325700
59, 271.486000, 0.241397
60, 223.080000, 0.293778
61, 262.825000, 0.249352
62, 207.745000, 0.315464
63, 257.823000, 0.254190
64, 254.967000, 0.257037
65, 195.755000, 0.334786
66, 272.315000, 0.240662
67, 214.189000, 0.305973
68, 196.234000, 0.333969
69, 215.086000, 0.304697
70, 272.860000, 0.240182
71, 198.287000, 0.330511
72, 262.846000, 0.249332
73, 255.307000, 0.256695
74, 209.905000, 0.312217
75, 206.170000, 0.317874
76, 214.465000, 0.305579
77, 244.491000, 0.268051
78, 204.659000, 0.320220
79, 221.052000, 0.296473
80, 216.410000, 0.302833
81, 196.493000, 0.333528
82, 212.435000, 0.308499
83, 198.645000, 0.329915
84, 225.614000, 0.290478
85, 207.829000, 0.315336
86, 279.167000, 0.234756
87, 224.363000, 0.292098
88, 201.537000, 0.325181
89, 207.310000, 0.316126
90, 224.517000, 0.291898
91, 234.560000, 0.279400
92, 202.376000, 0.323833
93, 213.664000, 0.306725
94, 288.538000, 0.227131
95, 215.116000, 0.304654
96, 228.535000, 0.286766
97, 278.185000, 0.235584
98, 218.335000, 0.300163
99, 256.059000, 0.255941
