run, time in microseconds, throughput (GB/s)
0, 324.522000, 0.100973
1, 361.186000, 0.090723
2, 325.948000, 0.100531
3, 351.835000, 0.093135
4, 320.343000, 0.102290
5, 344.987000, 0.094983
6, 353.750000, 0.092630
7, 345.282000, 0.094902
8, 324.706000, 0.100916
9, 306.867000, 0.106782
10, 281.475000, 0.116415
11, 303.047000, 0.108128
12, 299.147000, 0.109538
13, 314.049000, 0.104340
14, 285.701000, 0.114693
15, 300.045000, 0.109210
16, 279.207000, 0.117361
17, 296.017000, 0.110696
18, 303.013000, 0.108141
19, 295.761000, 0.110792
20, 285.379000, 0.114823
21, 296.489000, 0.110520
22, 298.528000, 0.109765
23, 312.722000, 0.104783
24, 300.705000, 0.108971
25, 305.663000, 0.107203
26, 297.813000, 0.110029
27, 294.809000, 0.111150
28, 316.301000, 0.103598
29, 286.472000, 0.114385
30, 304.767000, 0.107518
31, 289.287000, 0.113272
32, 287.330000, 0.114043
33, 286.714000, 0.114288
34, 276.968000, 0.118310
35, 282.564000, 0.115967
36, 302.020000, 0.108496
37, 295.086000, 0.111046
38, 304.006000, 0.107787
39, 277.026000, 0.118285
40, 282.437000, 0.116019
41, 281.550000, 0.116384
42, 292.209000, 0.112139
43, 283.782000, 0.115469
44, 293.224000, 0.111751
45, 326.180000, 0.100460
46, 265.570000, 0.123387
47, 332.225000, 0.098632
48, 345.391000, 0.094872
49, 318.546000, 0.102867
50, 354.153000, 0.092525
51, 318.780000, 0.102792
52, 340.380000, 0.096269
53, 318.865000, 0.102764
54, 344.116000, 0.095224
55, 338.549000, 0.096790
56, 351.130000, 0.093322
57, 318.582000, 0.102856
58, 347.894000, 0.094190
59, 323.283000, 0.101360
60, 346.470000, 0.094577
61, 324.025000, 0.101128
62, 349.038000, 0.093881
63, 319.637000, 0.102516
64, 329.516000, 0.099443
65, 335.805000, 0.097580
66, 345.511000, 0.094839
67, 319.400000, 0.102592
68, 344.484000, 0.095122
69, 326.171000, 0.100463
70, 307.510000, 0.106559
71, 340.482000, 0.096240
72, 352.929000, 0.092846
73, 349.726000, 0.093696
74, 335.549000, 0.097655
75, 340.742000, 0.096167
76, 328.999000, 0.099599
77, 349.292000, 0.093813
78, 326.819000, 0.100263
79, 352.017000, 0.093086
80, 340.511000, 0.096232
81, 347.103000, 0.094404
82, 368.433000, 0.088939
83, 347.068000, 0.094414
84, 339.072000, 0.096640
85, 330.284000, 0.099212
86, 360.595000, 0.090872
87, 336.870000, 0.097272
88, 346.758000, 0.094498
89, 349.676000, 0.093710
90, 289.395000, 0.113229
91, 355.727000, 0.092116
92, 309.154000, 0.105992
93, 312.116000, 0.104987
94, 334.582000, 0.097937
95, 270.511000, 0.121134
96, 343.795000, 0.095313
97, 329.289000, 0.099511
98, 266.403000, 0.123002
99, 282.311000, 0.116071
