run, time in microseconds, throughput (GB/s)
0, 67.344000, 0.973153
1, 60.474000, 1.083705
2, 61.317000, 1.068806
3, 60.648000, 1.080596
4, 62.629000, 1.046416
5, 57.608000, 1.137620
6, 61.029000, 1.073850
7, 59.126000, 1.108413
8, 58.424000, 1.121731
9, 63.465000, 1.032632
10, 49.371000, 1.327419
11, 54.823000, 1.195411
12, 59.587000, 1.099837
13, 59.568000, 1.100188
14, 49.970000, 1.311507
15, 83.172000, 0.787957
16, 70.833000, 0.925218
17, 72.423000, 0.904906
18, 71.648000, 0.914694
19, 50.454000, 1.298926
20, 46.653000, 1.404754
21, 70.014000, 0.936041
22, 71.206000, 0.920372
23, 68.006000, 0.963680
24, 47.483000, 1.380199
25, 70.551000, 0.928917
26, 71.754000, 0.913343
27, 61.386000, 1.067605
28, 65.005000, 1.008169
29, 64.378000, 1.017988
30, 62.635000, 1.046316
31, 58.277000, 1.124560
32, 68.453000, 0.957387
33, 101.757000, 0.644044
34, 96.547000, 0.678799
35, 68.721000, 0.953653
36, 73.097000, 0.896562
37, 73.609000, 0.890326
38, 73.227000, 0.894970
39, 70.184000, 0.933774
40, 68.780000, 0.952835
41, 70.102000, 0.934866
42, 71.835000, 0.912313
43, 68.920000, 0.950900
44, 71.350000, 0.918514
45, 94.880000, 0.690725
46, 67.530000, 0.970472
47, 76.226000, 0.859759
48, 69.279000, 0.945972
49, 70.852000, 0.924970
50, 50.152000, 1.306747
51, 78.216000, 0.837885
52, 72.007000, 0.910134
53, 72.287000, 0.906608
54, 72.096000, 0.909010
55, 46.046000, 1.423272
56, 78.378000, 0.836153
57, 72.113000, 0.908796
58, 66.982000, 0.978412
59, 64.855000, 1.010500
60, 69.405000, 0.944255
61, 150.505000, 0.435441
62, 80.242000, 0.816729
63, 77.965000, 0.840582
64, 80.552000, 0.813586
65, 75.808000, 0.864500
66, 96.936000, 0.676075
67, 76.121000, 0.860945
68, 81.096000, 0.808129
69, 87.408000, 0.749771
70, 85.518000, 0.766342
71, 83.742000, 0.782594
72, 77.955000, 0.840690
73, 82.953000, 0.790038
74, 81.840000, 0.800782
75, 81.530000, 0.803827
76, 78.645000, 0.833314
77, 80.413000, 0.814993
78, 77.317000, 0.847627
79, 82.160000, 0.797663
80, 83.059000, 0.789029
81, 86.210000, 0.760190
82, 79.726000, 0.822015
83, 92.456000, 0.708834
84, 85.032000, 0.770722
85, 79.109000, 0.828427
86, 80.865000, 0.810437
87, 85.428000, 0.767149
88, 79.472000, 0.824643
89, 81.394000, 0.805170
90, 86.604000, 0.756732
91, 81.938000, 0.799824
92, 79.035000, 0.829202
93, 80.627000, 0.812829
94, 83.875000, 0.781353
95, 81.607000, 0.803068
96, 82.193000, 0.797343
97, 83.146000, 0.788204
98, 79.122000, 0.828290
99, 47.855000, 1.369470
