run, time in microseconds, throughput (GB/s)
0, 331.475000, 6.326728
1, 264.202000, 7.937684
2, 271.099000, 7.735742
3, 270.468000, 7.753790
4, 268.229000, 7.818513
5, 263.868000, 7.947731
6, 263.630000, 7.954906
7, 233.904000, 8.965866
8, 262.935000, 7.975933
9, 255.728000, 8.200713
10, 258.325000, 8.118270
11, 244.768000, 8.567917
12, 264.150000, 7.939247
13, 340.352000, 6.161715
14, 261.787000, 8.010910
15, 270.016000, 7.766769
16, 260.670000, 8.045237
17, 267.931000, 7.827209
18, 261.653000, 8.015012
19, 268.495000, 7.810767
20, 258.493000, 8.112993
21, 270.255000, 7.759901
22, 268.920000, 7.798423
23, 273.185000, 7.676673
24, 270.096000, 7.764469
25, 278.270000, 7.536393
26, 271.021000, 7.737969
27, 268.956000, 7.797379
28, 259.046000, 8.095674
29, 267.201000, 7.848593
30, 255.279000, 8.215137
31, 269.933000, 7.769158
32, 261.106000, 8.031803
33, 269.326000, 7.786667
34, 260.080000, 8.063488
35, 268.680000, 7.805389
36, 278.782000, 7.522552
37, 270.319000, 7.758064
38, 264.600000, 7.925745
39, 268.297000, 7.816532
40, 258.817000, 8.102837
41, 277.087000, 7.568569
42, 260.760000, 8.042461
43, 271.661000, 7.719739
44, 260.079000, 8.063519
45, 267.328000, 7.844865
46, 257.953000, 8.129977
47, 268.888000, 7.799351
48, 261.920000, 8.006842
49, 261.897000, 8.007545
50, 260.638000, 8.046225
51, 269.601000, 7.778725
52, 261.520000, 8.019088
53, 268.319000, 7.815891
54, 263.071000, 7.971810
55, 269.132000, 7.792280
56, 264.680000, 7.923349
57, 281.764000, 7.442938
58, 261.228000, 8.028052
59, 269.540000, 7.780485
60, 256.041000, 8.190688
61, 265.581000, 7.896468
62, 257.820000, 8.134171
63, 267.720000, 7.833378
64, 261.623000, 8.015931
65, 269.962000, 7.768323
66, 258.906000, 8.100052
67, 268.744000, 7.803530
68, 260.089000, 8.063209
69, 272.174000, 7.705189
70, 258.675000, 8.107285
71, 269.345000, 7.786118
72, 253.531000, 8.271777
73, 287.830000, 7.286079
74, 256.317000, 8.181869
75, 270.750000, 7.745714
76, 275.459000, 7.613300
77, 270.905000, 7.741282
78, 255.421000, 8.210570
79, 268.754000, 7.803240
80, 262.675000, 7.983828
81, 495.519000, 4.232233
82, 268.488000, 7.810971
83, 341.670000, 6.137946
84, 260.261000, 8.057880
85, 340.280000, 6.163019
86, 260.889000, 8.038484
87, 340.130000, 6.165737
88, 263.233000, 7.966904
89, 341.068000, 6.148780
90, 259.431000, 8.083660
91, 341.763000, 6.136276
92, 271.442000, 7.725967
93, 342.096000, 6.130303
94, 262.829000, 7.979150
95, 340.310000, 6.162475
96, 261.387000, 8.023169
97, 340.931000, 6.151251
98, 285.844000, 7.336701
99, 343.064000, 6.113005
