run, time in microseconds, throughput (GB/s)
0, 43.529000, 0.752785
1, 99.290000, 0.330023
2, 52.779000, 0.620853
3, 53.061000, 0.617553
4, 55.614000, 0.589204
5, 47.086000, 0.695918
6, 58.743000, 0.557820
7, 129.460000, 0.253113
8, 79.340000, 0.413007
9, 48.107000, 0.681148
10, 53.218000, 0.615732
11, 46.319000, 0.707442
12, 53.487000, 0.612635
13, 44.377000, 0.738401
14, 25.506000, 1.284717
15, 44.020000, 0.744389
16, 24.041000, 1.363005
17, 44.237000, 0.740737
18, 53.503000, 0.612452
19, 43.745000, 0.749068
20, 32.685000, 1.002539
21, 41.063000, 0.797993
22, 55.395000, 0.591534
23, 48.258000, 0.679017
24, 56.143000, 0.583652
25, 151.147000, 0.216796
26, 51.485000, 0.636457
27, 58.903000, 0.556304
28, 53.797000, 0.609105
29, 51.439000, 0.637026
30, 48.853000, 0.670747
31, 43.774000, 0.748572
32, 53.020000, 0.618031
33, 45.623000, 0.718234
34, 64.678000, 0.506633
35, 36.804000, 0.890338
36, 47.603000, 0.688360
37, 63.615000, 0.515099
38, 54.784000, 0.598131
39, 56.423000, 0.580756
40, 62.059000, 0.528014
41, 47.294000, 0.692857
42, 62.004000, 0.528482
43, 57.337000, 0.571498
44, 64.369000, 0.509065
45, 56.585000, 0.579093
46, 63.421000, 0.516674
47, 279.883000, 0.117077
48, 91.784000, 0.357012
49, 46.207000, 0.709157
50, 62.940000, 0.520623
51, 55.265000, 0.592925
52, 60.218000, 0.544156
53, 42.000000, 0.780190
54, 63.230000, 0.518235
55, 44.441000, 0.737337
56, 63.333000, 0.517392
57, 54.587000, 0.600289
58, 63.440000, 0.516520
59, 39.280000, 0.834216
60, 62.154000, 0.527207
61, 57.629000, 0.568603
62, 60.570000, 0.540994
63, 55.164000, 0.594011
64, 62.407000, 0.525069
65, 45.262000, 0.723963
66, 63.132000, 0.519039
67, 63.316000, 0.517531
68, 59.986000, 0.546261
69, 56.045000, 0.584673
70, 59.882000, 0.547210
71, 50.565000, 0.648037
72, 63.543000, 0.515682
73, 53.573000, 0.611651
74, 63.786000, 0.513718
75, 50.638000, 0.647103
76, 78.157000, 0.419259
77, 41.787000, 0.784167
78, 59.641000, 0.549421
79, 41.874000, 0.782538
80, 64.443000, 0.508480
81, 40.789000, 0.803354
82, 61.598000, 0.531965
83, 42.125000, 0.777875
84, 64.581000, 0.507394
85, 40.886000, 0.801448
86, 63.336000, 0.517368
87, 39.560000, 0.828311
88, 63.444000, 0.516487
89, 39.513000, 0.829297
90, 69.449000, 0.471828
91, 42.737000, 0.766736
92, 66.614000, 0.491909
93, 40.506000, 0.808967
94, 66.431000, 0.493264
95, 40.047000, 0.818239
96, 62.125000, 0.527453
97, 40.123000, 0.816689
98, 56.894000, 0.575948
99, 47.846000, 0.684864
