run, time in microseconds, throughput (GB/s)
0, 302.517000, 6.932344
1, 356.574000, 5.881393
2, 284.393000, 7.374134
3, 350.464000, 5.983930
4, 343.552000, 6.104322
5, 290.983000, 7.207129
6, 341.544000, 6.140210
7, 357.371000, 5.868277
8, 341.195000, 6.146491
9, 323.297000, 6.486766
10, 343.913000, 6.097914
11, 305.117000, 6.873272
12, 358.992000, 5.841779
13, 293.834000, 7.137200
14, 277.250000, 7.564119
15, 353.218000, 5.937274
16, 349.957000, 5.992599
17, 358.205000, 5.854614
18, 329.420000, 6.366195
19, 355.030000, 5.906971
20, 360.831000, 5.812006
21, 356.847000, 5.876894
22, 307.010000, 6.830892
23, 302.514000, 6.932413
24, 347.247000, 6.039367
25, 342.059000, 6.130966
26, 333.602000, 6.286389
27, 313.348000, 6.692725
28, 351.601000, 5.964579
29, 341.757000, 6.136383
30, 303.995000, 6.898640
31, 304.220000, 6.893538
32, 304.869000, 6.878863
33, 306.411000, 6.844245
34, 308.005000, 6.808825
35, 302.230000, 6.938927
36, 826.689000, 2.536809
37, 278.510000, 7.529898
38, 346.208000, 6.057491
39, 272.094000, 7.707454
40, 346.479000, 6.052754
41, 271.533000, 7.723378
42, 344.244000, 6.092051
43, 273.591000, 7.665281
44, 348.063000, 6.025208
45, 276.538000, 7.583594
46, 344.159000, 6.093556
47, 270.421000, 7.755137
48, 352.335000, 5.952153
49, 303.598000, 6.907661
50, 352.619000, 5.947360
51, 272.131000, 7.706406
52, 355.533000, 5.898614
53, 270.731000, 7.746257
54, 351.655000, 5.963663
55, 275.939000, 7.600057
56, 344.563000, 6.086411
57, 269.553000, 7.780110
58, 370.314000, 5.663172
59, 273.530000, 7.666991
60, 351.574000, 5.965037
61, 273.047000, 7.680553
62, 345.329000, 6.072910
63, 270.557000, 7.751239
64, 345.320000, 6.073068
65, 272.096000, 7.707397
66, 344.261000, 6.091750
67, 274.814000, 7.631169
68, 357.154000, 5.871842
69, 273.645000, 7.663769
70, 339.822000, 6.171325
71, 272.202000, 7.704396
72, 335.412000, 6.252466
73, 273.281000, 7.673977
74, 335.699000, 6.247120
75, 287.670000, 7.290131
76, 337.330000, 6.216915
77, 272.040000, 7.708984
78, 355.386000, 5.901054
79, 272.514000, 7.695575
80, 342.567000, 6.121874
81, 273.554000, 7.666318
82, 338.047000, 6.203729
83, 273.214000, 7.675858
84, 336.920000, 6.224481
85, 276.346000, 7.588863
86, 337.496000, 6.213857
87, 275.743000, 7.605459
88, 341.927000, 6.133333
89, 272.840000, 7.686380
90, 344.545000, 6.086729
91, 275.196000, 7.620576
92, 284.033000, 7.383480
93, 270.840000, 7.743140
94, 284.564000, 7.369702
95, 290.739000, 7.213177
96, 299.679000, 6.997995
97, 291.508000, 7.194149
98, 338.313000, 6.198851
99, 269.535000, 7.780630
