run, time in microseconds, throughput (GB/s)
0, 59.890000, 0.273568
1, 50.939000, 0.321640
2, 53.678000, 0.305227
3, 34.070000, 0.480892
4, 59.198000, 0.276766
5, 61.116000, 0.268080
6, 55.293000, 0.296312
7, 60.100000, 0.272612
8, 51.369000, 0.318947
9, 73.645000, 0.222473
10, 74.666000, 0.219431
11, 79.901000, 0.205054
12, 69.469000, 0.235846
13, 67.381000, 0.243155
14, 57.699000, 0.283956
15, 68.046000, 0.240778
16, 68.200000, 0.240235
17, 66.672000, 0.245740
18, 66.813000, 0.245222
19, 67.584000, 0.242424
20, 70.179000, 0.233460
21, 56.857000, 0.288162
22, 69.881000, 0.234456
23, 68.665000, 0.238608
24, 69.255000, 0.236575
25, 52.185000, 0.313960
26, 69.170000, 0.236866
27, 62.278000, 0.263078
28, 61.763000, 0.265272
29, 68.911000, 0.237756
30, 67.838000, 0.241517
31, 53.657000, 0.305347
32, 70.703000, 0.231730
33, 53.928000, 0.303812
34, 52.044000, 0.314811
35, 62.529000, 0.262022
36, 70.116000, 0.233670
37, 67.271000, 0.243552
38, 51.279000, 0.319507
39, 52.207000, 0.313828
40, 131.041000, 0.125030
41, 51.033000, 0.321047
42, 52.323000, 0.313132
43, 48.265000, 0.339459
44, 47.327000, 0.346187
45, 59.917000, 0.273445
46, 47.228000, 0.346913
47, 48.605000, 0.337085
48, 53.982000, 0.303509
49, 45.965000, 0.356445
50, 52.201000, 0.313864
51, 48.654000, 0.336745
52, 49.023000, 0.334210
53, 58.643000, 0.279385
54, 55.593000, 0.294713
55, 46.884000, 0.349458
56, 53.781000, 0.304643
57, 54.363000, 0.301381
58, 38.154000, 0.429418
59, 32.427000, 0.505258
60, 58.502000, 0.280059
61, 37.531000, 0.436546
62, 37.648000, 0.435189
63, 65.639000, 0.249608
64, 43.545000, 0.376254
65, 41.715000, 0.392760
66, 44.307000, 0.369784
67, 41.911000, 0.390924
68, 39.512000, 0.414659
69, 39.043000, 0.419640
70, 41.185000, 0.397815
71, 42.300000, 0.387329
72, 41.832000, 0.391662
73, 56.863000, 0.288131
74, 57.775000, 0.283583
75, 40.844000, 0.401136
76, 59.824000, 0.273870
77, 39.846000, 0.411183
78, 40.222000, 0.407339
79, 39.556000, 0.414198
80, 38.504000, 0.425514
81, 40.752000, 0.402042
82, 37.872000, 0.432615
83, 38.966000, 0.420469
84, 31.521000, 0.519780
85, 41.026000, 0.399357
86, 40.816000, 0.401411
87, 42.935000, 0.381600
88, 39.785000, 0.411813
89, 53.802000, 0.304524
90, 37.691000, 0.434693
91, 56.609000, 0.289424
92, 40.929000, 0.400303
93, 34.062000, 0.481005
94, 39.120000, 0.418814
95, 38.883000, 0.421367
96, 31.798000, 0.515253
97, 36.665000, 0.446857
98, 41.431000, 0.395453
99, 45.671000, 0.358740
